customer_key,Recency,Frequency,Monetary,Cluster
2449,241.0,1,22,1
2450,229.0,2,4527,3
2451,235.0,2,4773,3
2452,102.0,1,22,1
2453,242.0,2,4800,3
2454,225.0,2,4577,3
2455,228.0,1,2344,1
2456,232.0,1,2350,1
2457,243.0,2,4583,3
2458,176.0,1,57,1
2459,355.0,1,45,1
2460,78.0,1,57,1
2461,176.0,2,4693,3
2462,227.0,2,4477,3
2463,54.0,2,4558,3
2464,76.0,1,107,1
2465,226.0,2,4502,3
2466,68.0,1,76,1
2467,43.0,3,133,1
2468,263.0,1,22,1
2469,223.0,2,4627,3
2470,12.0,1,72,1
2471,39.0,1,57,1
2472,253.0,1,31,1
2473,218.0,1,2519,1
2474,233.0,1,2319,1
2475,99.0,4,340,1
2476,49.0,1,57,1
2477,225.0,1,76,1
2478,215.0,2,4512,3
2479,238.0,2,4898,3
2480,158.0,1,76,1
2481,253.0,1,81,1
2482,18.0,1,31,1
2483,52.0,2,4501,3
2484,191.0,1,57,1
2485,239.0,2,4813,3
2486,347.0,1,37,1
2487,148.0,3,226,1
2488,223.0,2,4534,3
2489,230.0,1,142,1
2490,218.0,2,4740,3
2491,323.0,1,57,1
2492,15.0,3,176,1
2493,216.0,2,4501,3
2494,279.0,2,49,1
2495,255.0,1,40,1
2496,285.0,2,58,1
2497,286.0,1,37,1
2498,338.0,1,40,1
2499,162.0,1,101,1
2500,349.0,1,134,1
2501,69.0,1,40,1
2502,256.0,1,40,1
2503,163.0,1,55,1
2504,251.0,2,101,1
2505,41.0,2,5923,3
2506,183.0,2,128,1
2507,117.0,1,124,1
2508,278.0,2,44,1
2509,358.0,1,129,1
2510,235.0,2,49,1
2511,360.0,1,94,1
2512,43.0,2,6012,3
2513,175.0,1,70,1
2514,55.0,2,5918,3
2515,56.0,2,5973,3
2516,32.0,2,5948,3
2517,165.0,2,44,1
2518,87.0,3,5666,3
2519,46.0,2,2638,3
2520,394.0,2,4492,3
2521,336.0,2,4551,3
2522,359.0,2,4514,3
2523,217.0,2,60,1
2524,216.0,2,67,1
2525,287.0,2,4528,3
2526,253.0,2,4606,3
2527,224.0,2,4549,3
2528,198.0,2,4529,3
2529,162.0,2,4530,3
2530,170.0,2,4615,3
2531,136.0,1,186,1
2532,145.0,1,70,1
2533,125.0,1,7,1
2534,51.0,2,138,1
2535,57.0,2,86,1
2536,101.0,2,59,1
2537,38.0,2,5973,3
2538,37.0,2,5910,3
2539,55.0,2,5908,3
2540,91.0,2,79,1
2541,185.0,3,6528,3
2542,212.0,3,6536,3
2543,56.0,2,5943,3
2544,35.0,2,5923,3
2545,72.0,2,108,1
2546,47.0,2,5908,3
2547,47.0,2,5918,3
2548,119.0,2,84,1
2549,32.0,2,5908,3
2550,272.0,1,94,1
2551,313.0,1,70,1
2552,89.0,3,5623,3
2553,43.0,2,5922,3
2554,71.0,3,5603,3
2555,87.0,3,5641,3
2556,118.0,3,6483,3
2557,71.0,3,6497,3
2558,186.0,2,4443,3
2559,76.0,3,6500,3
2560,210.0,3,6508,3
2561,157.0,3,6453,3
2562,208.0,2,4393,3
2563,207.0,2,4369,3
2564,173.0,2,5948,3
2565,55.0,2,5932,3
2566,38.0,2,4775,3
2567,219.0,1,14,1
2568,37.0,2,5935,3
2569,344.0,1,120,1
2570,242.0,1,49,1
2571,31.0,2,5948,3
2572,365.0,1,144,1
2573,50.0,2,5945,3
2574,260.0,1,120,1
2575,363.0,1,40,1
2576,178.0,4,9458,3
2577,221.0,3,8330,3
2578,165.0,4,9451,3
2579,13.0,1,45,1
2580,71.0,4,7294,3
2581,32.0,4,7285,3
2582,233.0,3,8375,3
2583,153.0,2,78,1
2584,236.0,3,8375,3
2585,186.0,3,8361,3
2586,193.0,3,8368,3
2587,41.0,2,98,1
2588,92.0,1,79,1
2589,73.0,1,15,1
2590,161.0,1,79,1
2591,190.0,3,8306,3
2592,202.0,3,8355,3
2593,170.0,4,9695,3
2594,44.0,1,50,1
2595,184.0,1,45,1
2596,166.0,4,9391,3
2597,352.0,1,10,1
2598,162.0,1,59,1
2599,113.0,1,50,1
2600,120.0,2,51,1
2601,209.0,3,8460,3
2602,25.0,1,45,1
2603,212.0,3,8376,3
2604,232.0,2,134,1
2605,9.0,2,178,1
2606,180.0,4,9614,3
2607,32.0,4,7195,3
2608,50.0,3,6464,3
2609,108.0,1,72,1
2610,72.0,2,99,1
2611,313.0,1,45,1
2612,23.0,1,39,1
2613,33.0,2,84,1
2614,210.0,3,105,1
2615,104.0,3,114,1
2616,97.0,3,147,1
2617,82.0,3,6872,3
2618,8.0,3,142,1
2619,61.0,3,6763,3
2620,67.0,3,6808,3
2621,76.0,3,6848,3
2622,141.0,3,167,1
2623,88.0,3,6841,3
2624,41.0,3,99,1
2625,20.0,3,119,1
2626,91.0,3,6962,3
2627,76.0,3,6909,3
2628,69.0,3,214,1
2629,124.0,3,191,1
2630,70.0,3,6889,3
2631,57.0,3,6824,3
2632,38.0,3,6817,3
2633,42.0,3,6838,3
2634,48.0,3,6803,3
2635,35.0,3,235,1
2636,33.0,3,215,1
2637,60.0,3,6831,3
2638,37.0,3,6777,3
2639,51.0,3,6832,3
2640,221.0,3,189,1
2641,83.0,2,71,1
2642,235.0,2,144,1
2643,258.0,2,80,1
2644,57.0,3,6799,3
2645,36.0,3,6864,3
2646,43.0,3,6817,3
2647,54.0,3,6843,3
2648,38.0,3,6793,3
2649,37.0,3,6765,3
2650,44.0,3,6812,3
2651,31.0,3,6768,3
2652,39.0,3,6812,3
2653,265.0,1,31,1
2654,237.0,2,4547,3
2655,204.0,1,57,1
2656,83.0,1,22,1
2657,198.0,1,57,1
2658,236.0,2,4819,3
2659,219.0,2,4787,3
2660,237.0,1,66,1
2661,167.0,2,4750,3
2662,175.0,2,5913,3
2663,376.0,2,3021,3
2664,360.0,1,15,1
2665,94.0,2,210,1
2666,14.0,2,84,1
2667,54.0,2,5900,3
2668,346.0,2,3001,3
2669,52.0,3,114,1
2670,10.0,3,129,1
2671,57.0,3,178,1
2672,0.0,1,135,1
2673,215.0,1,120,1
2674,72.0,1,94,1
2675,268.0,1,148,1
2676,81.0,2,215,1
2677,161.0,2,69,1
2678,24.0,1,40,1
2679,159.0,2,5933,3
2680,180.0,2,5933,3
2681,175.0,2,5948,3
2682,119.0,1,75,1
2683,229.0,1,15,1
2684,107.0,1,90,1
2685,60.0,1,40,1
2686,156.0,3,6509,3
2687,144.0,3,6493,3
2688,153.0,2,5873,3
2689,213.0,1,27,1
2690,157.0,2,5898,3
2691,83.0,3,7162,3
2692,153.0,2,5977,3
2693,97.0,1,25,1
2694,54.0,3,7171,3
2695,120.0,2,106,1
2696,224.0,1,35,1
2697,341.0,1,49,1
2698,150.0,3,6485,3
2699,342.0,1,32,1
2700,105.0,1,76,1
2701,33.0,2,4526,3
2702,10.0,4,170,1
2703,55.0,2,4479,3
2704,267.0,1,75,1
2705,235.0,2,2737,3
2706,158.0,2,3018,3
2707,61.0,1,2337,1
2708,5.0,4,190,1
2709,18.0,4,161,1
2710,78.0,1,2332,1
2711,90.0,1,2341,1
2712,73.0,1,2381,1
2713,42.0,2,4504,3
2714,39.0,2,4828,3
2715,172.0,2,3033,3
2716,136.0,2,2779,3
2717,132.0,2,3078,3
2718,256.0,1,75,1
2719,127.0,2,3062,3
2720,247.0,1,1129,1
2721,137.0,1,1155,1
2722,120.0,2,2787,3
2723,103.0,2,3102,3
2724,88.0,1,75,1
2725,51.0,2,4477,3
2726,39.0,2,4533,3
2727,46.0,2,4501,3
2728,49.0,1,81,1
2729,33.0,2,4879,3
2730,59.0,2,4884,3
2731,44.0,2,4571,3
2732,5.0,1,22,1
2733,156.0,3,109,1
2734,54.0,2,4554,3
2735,55.0,2,4523,3
2736,31.0,2,4517,3
2737,40.0,2,4479,3
2738,211.0,1,39,1
2739,12.0,1,22,1
2740,157.0,1,72,1
2741,152.0,1,57,1
2742,385.0,2,2951,3
2743,367.0,2,2988,3
2744,82.0,1,2350,1
2745,370.0,2,2959,3
2746,384.0,2,3282,3
2747,370.0,2,3249,3
2748,373.0,2,3045,3
2749,283.0,1,72,1
2750,218.0,1,22,1
2751,234.0,1,72,1
2752,32.0,3,225,1
2753,167.0,1,24,1
2754,0.0,1,85,1
2755,41.0,1,57,1
2756,56.0,1,46,1
2757,220.0,4,298,1
2758,175.0,1,87,1
2759,42.0,4,284,1
2760,300.0,1,101,1
2761,25.0,4,198,1
2762,218.0,1,46,1
2763,23.0,4,230,1
2764,140.0,1,31,1
2765,317.0,1,75,1
2766,31.0,3,7152,3
2767,333.0,2,3001,3
2768,46.0,2,5910,3
2769,80.0,3,5064,3
2770,67.0,3,5086,3
2771,116.0,3,6428,3
2772,105.0,3,6535,3
2773,130.0,2,5928,3
2774,202.0,1,42,1
2775,388.0,2,4392,3
2776,40.0,1,69,1
2777,318.0,2,71,1
2778,32.0,3,7147,3
2779,368.0,2,4397,3
2780,285.0,2,3063,3
2781,65.0,1,59,1
2782,224.0,2,110,1
2783,105.0,3,6512,3
2784,142.0,2,5955,3
2785,36.0,3,7138,3
2786,225.0,2,122,1
2787,177.0,1,5,1
2788,257.0,1,60,1
2789,102.0,2,201,1
2790,386.0,2,4397,3
2791,359.0,2,4397,3
2792,140.0,2,108,1
2793,37.0,3,7216,3
2794,301.0,2,3021,3
2795,47.0,3,7212,3
2796,331.0,2,4357,3
2797,88.0,1,40,1
2798,29.0,1,7,1
2799,23.0,2,137,1
2800,296.0,2,3010,3
2801,258.0,2,3262,3
2802,252.0,2,3262,3
2803,340.0,1,79,1
2804,169.0,1,186,1
2805,28.0,1,27,1
2806,244.0,1,29,1
2807,245.0,2,3075,3
2808,301.0,2,4506,3
2809,250.0,2,4406,3
2810,285.0,1,114,1
2811,40.0,1,53,1
2812,214.0,2,3001,3
2813,240.0,2,3262,3
2814,331.0,1,75,1
2815,290.0,2,230,1
2816,122.0,2,115,1
2817,151.0,2,261,1
2818,229.0,1,35,1
2819,362.0,1,40,1
2820,220.0,1,35,1
2821,126.0,2,5908,3
2822,140.0,2,5940,3
2823,103.0,3,6523,3
2824,75.0,3,5393,3
2825,100.0,1,5,1
2826,156.0,1,37,1
2827,83.0,1,49,1
2828,195.0,1,29,1
2829,89.0,1,166,1
2830,268.0,2,4379,3
2831,19.0,2,285,1
2832,328.0,1,35,1
2833,314.0,1,24,1
2834,71.0,1,107,1
2835,80.0,1,22,1
2836,153.0,1,37,1
2837,218.0,2,4379,3
2838,77.0,1,90,1
2839,35.0,2,141,1
2840,223.0,2,3242,3
2841,184.0,2,3010,3
2842,103.0,3,6624,3
2843,221.0,2,4404,3
2844,323.0,1,31,1
2845,240.0,2,4355,3
2846,126.0,2,5917,3
2847,134.0,2,5933,3
2848,148.0,2,5888,3
2849,353.0,1,61,1
2850,383.0,2,3085,3
2851,239.0,1,57,1
2852,78.0,1,2332,1
2853,61.0,1,2295,1
2854,46.0,1,2330,1
2855,353.0,2,3247,3
2856,336.0,2,3095,3
2857,346.0,2,2982,3
2858,49.0,1,46,1
2859,171.0,1,72,1
2860,35.0,1,22,1
2861,9.0,4,123,1
2862,182.0,1,22,1
2863,345.0,2,2986,3
2864,142.0,1,72,1
2865,206.0,1,22,1
2866,234.0,2,4534,3
2867,235.0,2,4640,3
2868,241.0,1,57,1
2869,310.0,1,31,1
2870,87.0,1,22,1
2871,342.0,2,3282,3
2872,339.0,2,3060,3
2873,361.0,1,181,1
2874,229.0,2,4765,3
2875,188.0,1,77,1
2876,4.0,1,24,1
2877,201.0,1,22,1
2878,335.0,2,3030,3
2879,44.0,1,2367,1
2880,142.0,1,22,1
2881,205.0,1,72,1
2882,154.0,1,72,1
2883,357.0,2,3282,3
2884,363.0,2,3021,3
2885,351.0,2,3043,3
2886,240.0,2,4844,3
2887,222.0,2,4537,3
2888,231.0,2,4763,3
2889,91.0,1,22,1
2890,337.0,2,3084,3
2891,316.0,2,2982,3
2892,266.0,1,86,1
2893,331.0,2,3021,3
2894,223.0,1,22,1
2895,226.0,2,4810,3
2896,241.0,2,4559,3
2897,236.0,2,4775,3
2898,233.0,2,4499,3
2899,232.0,2,4835,3
2900,290.0,1,22,1
2901,284.0,1,22,1
2902,231.0,1,67,1
2903,200.0,1,22,1
2904,241.0,2,4512,3
2905,217.0,2,4502,3
2906,213.0,2,4549,3
2907,311.0,2,3021,3
2908,239.0,2,4597,3
2909,164.0,2,4715,3
2910,147.0,2,4764,3
2911,229.0,2,4527,3
2912,216.0,2,4549,3
2913,243.0,2,4548,3
2914,204.0,1,107,1
2915,277.0,1,72,1
2916,332.0,2,3045,3
2917,45.0,1,2355,1
2918,333.0,2,3282,3
2919,43.0,1,2398,1
2920,24.0,1,86,1
2921,91.0,4,268,1
2922,116.0,1,57,1
2923,75.0,1,57,1
2924,293.0,1,57,1
2925,214.0,1,30,1
2926,326.0,2,3220,3
2927,268.0,1,57,1
2928,314.0,2,3021,3
2929,48.0,1,86,1
2930,1.0,1,77,1
2931,92.0,1,141,1
2932,183.0,1,22,1
2933,83.0,1,22,1
2934,336.0,1,57,1
2935,53.0,1,31,1
2936,332.0,1,57,1
2937,81.0,3,219,1
2938,176.0,1,86,1
2939,317.0,2,3071,3
2940,325.0,2,3084,3
2941,173.0,1,86,1
2942,40.0,4,287,1
2943,327.0,1,57,1
2944,146.0,1,37,1
2945,22.0,4,160,1
2946,319.0,1,57,1
2947,14.0,1,22,1
2948,216.0,2,4606,3
2949,224.0,2,4563,3
2950,213.0,2,4549,3
2951,123.0,1,24,1
2952,124.0,1,57,1
2953,119.0,2,82,1
2954,40.0,3,6840,3
2955,116.0,3,128,1
2956,44.0,3,6888,3
2957,99.0,2,82,1
2958,38.0,3,5645,3
2959,56.0,3,6839,3
2960,49.0,3,6858,3
2961,36.0,3,6871,3
2962,12.0,2,137,1
2963,8.0,2,90,1
2964,15.0,2,139,1
2965,42.0,3,6806,3
2966,39.0,3,6872,3
2967,33.0,3,6842,3
2968,31.0,3,5722,3
2969,37.0,3,5181,3
2970,48.0,2,77,1
2971,49.0,3,6843,3
2972,35.0,3,6772,3
2973,34.0,2,77,1
2974,50.0,3,5185,3
2975,58.0,3,5237,3
2976,41.0,3,5138,3
2977,227.0,2,4512,3
2978,219.0,2,4788,3
2979,220.0,2,4775,3
2980,306.0,2,3282,3
2981,282.0,1,57,1
2982,192.0,2,124,1
2983,84.0,2,60,1
2984,186.0,2,180,1
2985,325.0,2,3282,3
2986,281.0,1,31,1
2987,311.0,2,1893,1
2988,35.0,1,2330,1
2989,118.0,4,196,1
2990,315.0,1,46,1
2991,308.0,2,1893,1
2992,87.0,1,86,1
2993,291.0,2,1801,1
2994,297.0,2,1804,1
2995,140.0,2,4528,3
2996,72.0,2,65,1
2997,212.0,2,66,1
2998,34.0,2,4586,3
2999,98.0,2,245,1
3000,220.0,2,3295,3
3001,185.0,1,85,1
3002,173.0,1,107,1
3003,319.0,1,86,1
3004,120.0,2,1579,1
3005,155.0,1,57,1
3006,241.0,2,3319,3
3007,240.0,2,3295,3
3008,385.0,2,3772,3
3009,187.0,2,64,1
3010,85.0,2,64,1
3011,335.0,2,3861,3
3012,349.0,2,3831,3
3013,53.0,3,5250,3
3014,47.0,2,138,1
3015,87.0,2,62,1
3016,97.0,2,60,1
3017,145.0,2,121,1
3018,303.0,2,1848,1
3019,95.0,2,64,1
3020,24.0,2,62,1
3021,49.0,3,6831,3
3022,263.0,1,22,1
3023,84.0,2,1669,1
3024,39.0,2,1575,1
3025,298.0,2,1902,1
3026,54.0,2,1586,1
3027,50.0,2,1589,1
3028,174.0,1,22,1
3029,193.0,1,92,1
3030,0.0,1,57,1
3031,49.0,3,6905,3
3032,49.0,3,6964,3
3033,41.0,3,6859,3
3034,44.0,3,6809,3
3035,50.0,2,104,1
3036,185.0,1,66,1
3037,301.0,2,1839,1
3038,280.0,2,1898,1
3039,42.0,3,6819,3
3040,54.0,3,6808,3
3041,230.0,1,32,1
3042,144.0,2,4765,3
3043,47.0,1,22,1
3044,329.0,1,57,1
3045,238.0,2,3357,3
3046,34.0,3,6804,3
3047,165.0,3,5645,3
3048,168.0,3,5643,3
3049,51.0,3,5123,3
3050,39.0,3,5290,3
3051,177.0,3,5650,3
3052,169.0,3,5607,3
3053,237.0,2,86,1
3054,354.0,2,86,1
3055,4.0,3,280,1
3056,31.0,3,5177,3
3057,10.0,3,128,1
3058,8.0,2,115,1
3059,178.0,3,5652,3
3060,208.0,2,106,1
3061,96.0,2,99,1
3062,304.0,2,82,1
3063,165.0,3,5648,3
3064,179.0,3,5676,3
3065,162.0,3,5694,3
3066,171.0,3,5608,3
3067,172.0,3,3611,3
3068,165.0,2,115,1
3069,162.0,2,77,1
3070,35.0,2,174,1
3071,169.0,3,5619,3
3072,181.0,3,5618,3
3073,163.0,2,75,1
3074,99.0,2,157,1
3075,246.0,2,60,1
3076,280.0,1,57,1
3077,270.0,1,72,1
3078,101.0,4,180,1
3079,375.0,1,839,1
3080,2.0,4,224,1
3081,297.0,2,1848,1
3082,344.0,2,3451,3
3083,45.0,1,22,1
3084,318.0,2,2751,3
3085,154.0,4,138,1
3086,279.0,1,37,1
3087,8.0,2,70,1
3088,204.0,3,342,1
3089,251.0,2,2755,3
3090,286.0,2,1893,1
3091,273.0,1,86,1
3092,176.0,5,251,3
3093,142.0,1,57,1
3094,158.0,1,31,1
3095,277.0,1,22,1
3096,292.0,2,1801,1
3097,8.0,5,233,3
3098,187.0,1,57,1
3099,291.0,2,1845,1
3100,136.0,3,200,1
3101,53.0,3,226,1
3102,168.0,3,3679,3
3103,180.0,3,3666,3
3104,142.0,3,3611,3
3105,302.0,2,1889,1
3106,292.0,2,1784,1
3107,275.0,2,1839,1
3108,315.0,1,819,1
3109,295.0,1,839,1
3110,166.0,2,2701,3
3111,280.0,1,819,1
3112,181.0,1,77,1
3113,239.0,2,3361,3
3114,266.0,1,22,1
3115,0.0,1,86,1
3116,233.0,2,3297,3
3117,221.0,2,3317,3
3118,229.0,2,3352,3
3119,132.0,2,4741,3
3120,92.0,3,149,1
3121,215.0,2,3376,3
3122,234.0,2,3319,3
3123,287.0,1,31,1
3124,197.0,2,62,1
3125,75.0,2,58,1
3126,349.0,2,3772,3
3127,61.0,2,136,1
3128,323.0,2,3809,3
3129,329.0,2,3836,3
3130,288.0,2,3750,3
3131,275.0,2,3814,3
3132,304.0,2,3807,3
3133,264.0,2,3804,3
3134,268.0,2,3764,3
3135,270.0,2,3835,3
3136,285.0,1,87,1
3137,250.0,1,72,1
3138,213.0,2,4397,3
3139,239.0,2,4443,3
3140,216.0,2,4397,3
3141,209.0,2,4397,3
3142,187.0,2,3282,3
3143,91.0,1,29,1
3144,11.0,2,134,1
3145,95.0,1,57,1
3146,356.0,1,24,1
3147,104.0,3,6750,3
3148,174.0,2,4397,3
3149,173.0,2,4406,3
3150,158.0,2,4417,3
3151,118.0,3,6705,3
3152,134.0,1,86,1
3153,187.0,1,72,1
3154,262.0,1,49,1
3155,157.0,2,3018,3
3156,115.0,2,5993,3
3157,75.0,2,230,1
3158,92.0,3,6650,3
3159,100.0,2,5977,3
3160,107.0,2,5930,3
3161,111.0,3,6679,3
3162,86.0,3,6497,3
3163,40.0,3,6473,3
3164,55.0,3,6566,3
3165,54.0,3,6484,3
3166,112.0,2,5910,3
3167,348.0,1,72,1
3168,174.0,2,4406,3
3169,3.0,1,72,1
3170,163.0,2,3262,3
3171,180.0,2,3291,3
3172,47.0,3,6616,3
3173,132.0,2,75,1
3174,248.0,1,39,1
3175,340.0,1,39,1
3176,15.0,2,145,1
3177,232.0,1,122,1
3178,51.0,1,47,1
3179,65.0,1,87,1
3180,14.0,1,72,1
3181,264.0,1,33,1
3182,214.0,3,8326,3
3183,148.0,1,33,1
3184,185.0,3,8321,3
3185,183.0,2,105,1
3186,181.0,4,9524,3
3187,169.0,4,9796,3
3188,52.0,1,37,1
3189,192.0,1,33,1
3190,232.0,3,8317,3
3191,196.0,1,37,1
3192,197.0,3,8301,3
3193,178.0,4,9452,3
3194,250.0,1,37,1
3195,123.0,2,169,1
3196,177.0,3,8316,3
3197,20.0,2,138,1
3198,112.0,1,107,1
3199,235.0,3,8308,3
3200,157.0,2,119,1
3201,122.0,4,9422,3
3202,75.0,1,33,1
3203,275.0,1,33,1
3204,150.0,3,7082,3
3205,365.0,1,72,1
3206,315.0,1,33,1
3207,19.0,1,157,1
3208,225.0,3,8361,3
3209,194.0,2,117,1
3210,79.0,3,194,1
3211,153.0,3,5621,3
3212,176.0,3,5663,3
3213,234.0,2,82,1
3214,78.0,2,86,1
3215,177.0,3,5760,3
3216,181.0,3,5666,3
3217,178.0,3,5654,3
3218,208.0,2,139,1
3219,163.0,3,5652,3
3220,154.0,3,5744,3
3221,161.0,3,5696,3
3222,153.0,2,82,1
3223,45.0,2,82,1
3224,225.0,2,156,1
3225,179.0,3,5621,3
3226,155.0,3,5604,3
3227,144.0,3,5656,3
3228,47.0,2,115,1
3229,20.0,2,75,1
3230,83.0,2,75,1
3231,124.0,3,5662,3
3232,187.0,2,84,1
3233,261.0,2,77,1
3234,186.0,2,79,1
3235,128.0,3,5687,3
3236,106.0,3,5682,3
3237,94.0,3,5710,3
3238,170.0,2,90,1
3239,100.0,3,5643,3
3240,240.0,2,3295,3
3241,215.0,2,3391,3
3242,181.0,1,85,1
3243,239.0,2,3351,3
3244,297.0,1,72,1
3245,39.0,3,155,1
3246,363.0,1,57,1
3247,332.0,1,72,1
3248,18.0,1,81,1
3249,126.0,1,57,1
3250,243.0,1,96,1
3251,151.0,1,31,1
3252,83.0,1,72,1
3253,39.0,1,96,1
3254,231.0,2,3394,3
3255,210.0,1,81,1
3256,231.0,2,3379,3
3257,232.0,2,3342,3
3258,162.0,1,86,1
3259,4.0,1,81,1
3260,136.0,3,3630,3
3261,149.0,3,3715,3
3262,73.0,3,5654,3
3263,52.0,3,5652,3
3264,48.0,3,5648,3
3265,147.0,3,5217,3
3266,23.0,5,215,3
3267,335.0,1,57,1
3268,108.0,2,2786,3
3269,93.0,2,2736,3
3270,127.0,1,86,1
3271,262.0,2,1793,1
3272,326.0,1,22,1
3273,109.0,2,2765,3
3274,144.0,1,72,1
3275,30.0,3,122,1
3276,124.0,3,5158,3
3277,152.0,3,5258,3
3278,144.0,3,5196,3
3279,157.0,2,178,1
3280,126.0,3,5137,3
3281,283.0,1,57,1
3282,136.0,2,4746,3
3283,19.0,5,195,3
3284,250.0,2,1799,1
3285,253.0,2,1769,1
3286,266.0,2,1804,1
3287,147.0,3,5234,3
3288,152.0,3,5141,3
3289,225.0,2,3351,3
3290,230.0,2,3376,3
3291,219.0,2,3377,3
3292,165.0,3,259,1
3293,216.0,2,3319,3
3294,163.0,1,46,1
3295,278.0,1,81,1
3296,245.0,1,57,1
3297,245.0,1,46,1
3298,214.0,2,3335,3
3299,221.0,2,3365,3
3300,145.0,3,5108,3
3301,122.0,3,5322,3
3302,129.0,3,5142,3
3303,140.0,3,5140,3
3304,130.0,3,3636,3
3305,99.0,3,3595,3
3306,115.0,3,3651,3
3307,119.0,3,3652,3
3308,197.0,3,196,1
3309,144.0,3,5140,3
3310,85.0,2,99,1
3311,135.0,3,5200,3
3312,170.0,2,138,1
3313,177.0,3,191,1
3314,68.0,3,223,1
3315,172.0,2,123,1
3316,115.0,2,109,1
3317,95.0,3,3796,3
3318,81.0,2,81,1
3319,156.0,2,138,1
3320,54.0,2,138,1
3321,132.0,2,262,1
3322,3.0,2,77,1
3323,141.0,3,5111,3
3324,126.0,3,5221,3
3325,134.0,3,5121,3
3326,102.0,3,5152,3
3327,107.0,3,5207,3
3328,71.0,1,32,1
3329,117.0,5,308,3
3330,365.0,1,92,1
3331,259.0,1,806,1
3332,127.0,1,57,1
3333,151.0,4,102,1
3334,62.0,1,81,1
3335,261.0,2,1848,1
3336,244.0,2,1804,1
3337,259.0,2,1893,1
3338,260.0,2,1814,1
3339,256.0,1,828,1
3340,350.0,1,72,1
3341,23.0,1,22,1
3342,6.0,4,244,1
3343,253.0,2,1804,1
3344,272.0,2,1839,1
3345,37.0,2,127,1
3346,42.0,3,3639,3
3347,58.0,3,3582,3
3348,196.0,2,2899,3
3349,189.0,2,2988,3
3350,139.0,1,57,1
3351,132.0,1,72,1
3352,314.0,1,57,1
3353,202.0,1,86,1
3354,298.0,3,129,1
3355,90.0,2,2755,3
3356,259.0,2,1804,1
3357,236.0,2,3352,3
3358,231.0,2,3337,3
3359,183.0,1,46,1
3360,75.0,3,256,1
3361,96.0,1,86,1
3362,22.0,1,107,1
3363,260.0,2,1845,1
3364,72.0,3,193,1
3365,227.0,2,1893,1
3366,215.0,2,1804,1
3367,215.0,2,1897,1
3368,233.0,2,1839,1
3369,14.0,1,86,1
3370,206.0,1,46,1
3371,187.0,3,123,1
3372,24.0,3,120,1
3373,231.0,1,24,1
3374,221.0,1,76,1
3375,242.0,2,3362,3
3376,210.0,1,40,1
3377,182.0,1,72,1
3378,236.0,2,3320,3
3379,241.0,2,1808,1
3380,242.0,2,1854,1
3381,217.0,2,3330,3
3382,225.0,2,3330,3
3383,230.0,2,3374,3
3384,170.0,1,57,1
3385,114.0,1,94,1
3386,221.0,2,1777,1
3387,219.0,2,1917,1
3388,271.0,1,898,1
3389,245.0,1,81,1
3390,90.0,1,7,1
3391,86.0,1,40,1
3392,126.0,1,22,1
3393,183.0,2,3295,3
3394,121.0,1,32,1
3395,190.0,2,3344,3
3396,103.0,1,96,1
3397,195.0,1,77,1
3398,3.0,1,40,1
3399,215.0,2,1804,1
3400,291.0,1,5,1
3401,198.0,2,3357,3
3402,251.0,1,15,1
3403,28.0,1,40,1
3404,46.0,1,7,1
3405,340.0,1,5,1
3406,129.0,1,64,1
3407,234.0,2,1850,1
3408,25.0,1,64,1
3409,53.0,1,66,1
3410,211.0,1,86,1
3411,63.0,1,57,1
3412,184.0,2,3360,3
3413,206.0,2,3320,3
3414,239.0,2,1889,1
3415,213.0,2,1793,1
3416,215.0,2,1769,1
3417,253.0,1,769,1
3418,226.0,2,1848,1
3419,237.0,2,1928,1
3420,196.0,2,3371,3
3421,211.0,2,3320,3
3422,189.0,2,3369,3
3423,297.0,1,39,1
3424,258.0,2,142,1
3425,125.0,3,6999,3
3426,231.0,3,8332,3
3427,226.0,3,8319,3
3428,154.0,3,8451,3
3429,199.0,3,8321,3
3430,165.0,3,8394,3
3431,118.0,1,31,1
3432,14.0,1,22,1
3433,138.0,1,22,1
3434,205.0,2,3342,3
3435,207.0,2,3396,3
3436,169.0,1,81,1
3437,125.0,2,4776,3
3438,41.0,1,22,1
3439,186.0,2,3352,3
3440,193.0,2,3312,3
3441,193.0,2,3367,3
3442,280.0,1,142,1
3443,195.0,2,3370,3
3444,313.0,1,22,1
3445,218.0,1,31,1
3446,297.0,1,101,1
3447,67.0,3,146,1
3448,202.0,2,3385,3
3449,189.0,2,3370,3
3450,210.0,2,3355,3
3451,250.0,1,181,1
3452,201.0,2,3362,3
3453,204.0,2,3377,3
3454,188.0,2,3401,3
3455,301.0,1,32,1
3456,76.0,3,269,1
3457,211.0,2,3406,3
3458,186.0,2,3359,3
3459,136.0,3,134,1
3460,136.0,2,4775,3
3461,55.0,1,96,1
3462,199.0,2,3310,3
3463,133.0,1,22,1
3464,326.0,1,68,1
3465,209.0,2,3357,3
3466,354.0,1,7,1
3467,107.0,1,91,1
3468,263.0,1,40,1
3469,351.0,1,7,1
3470,303.0,1,64,1
3471,202.0,2,3382,3
3472,201.0,2,3355,3
3473,185.0,2,3503,3
3474,188.0,2,3414,3
3475,0.0,1,7,1
3476,286.0,1,7,1
3477,155.0,1,7,1
3478,185.0,2,3342,3
3479,146.0,2,4795,3
3480,47.0,1,82,1
3481,88.0,3,195,1
3482,184.0,2,3360,3
