customer_key,Recency,Frequency,Monetary
3705,358.0,1,96
3706,92.0,2,5875
3707,144.0,1,25
3708,350.0,1,37
3709,93.0,2,2966
3710,142.0,2,4397
3711,110.0,1,40
3712,307.0,1,72
3713,116.0,3,6660
3714,55.0,3,6461
3715,32.0,3,5386
3716,117.0,1,31
3717,50.0,3,5300
3718,264.0,2,114
3719,328.0,1,64
3720,36.0,3,5512
3721,95.0,2,5900
3722,47.0,1,5
3723,177.0,2,1468
3724,222.0,3,88
3725,17.0,3,120
3726,50.0,3,319
3727,160.0,2,1483
3728,168.0,2,1562
3729,158.0,2,1562
3730,199.0,1,5
3731,32.0,2,2588
3732,51.0,2,2435
3733,55.0,2,2450
3734,337.0,2,1854
3735,334.0,2,1854
3736,316.0,2,1854
3737,333.0,1,86
3738,259.0,2,1873
3739,150.0,2,1503
3740,134.0,2,1500
3741,146.0,2,1533
3742,131.0,2,1588
3743,164.0,1,7
3744,206.0,1,64
3745,129.0,2,1505
3746,184.0,1,902
3747,137.0,2,1588
3748,122.0,2,1503
3749,181.0,1,125
3750,318.0,1,99
3751,128.0,2,1612
3752,212.0,1,7
3753,130.0,2,1527
3754,127.0,2,1468
3755,126.0,2,1500
3756,122.0,2,1592
3757,147.0,2,1588
3758,142.0,2,1538
3759,269.0,1,40
3760,17.0,1,7
3761,47.0,3,167
3762,359.0,1,40
3763,215.0,1,5
3764,162.0,1,5
3765,52.0,1,7
3766,19.0,3,120
3767,64.0,1,5
3768,121.0,1,30
3769,241.0,1,107
3770,119.0,2,4397
3771,109.0,3,6679
3772,103.0,3,6689
3773,96.0,2,4379
3774,213.0,3,7016
3775,52.0,3,6434
3776,237.0,3,8404
3777,113.0,2,5908
3778,97.0,2,5923
3779,72.0,3,6673
3780,104.0,2,3262
3781,93.0,1,7
3782,44.0,1,57
3783,343.0,1,67
3784,128.0,2,159
3785,54.0,2,156
3786,24.0,1,49
3787,170.0,1,67
3788,60.0,2,163
3789,331.0,1,5
3790,104.0,2,4382
3791,225.0,3,7005
3792,220.0,3,7210
3793,92.0,2,5913
3794,98.0,2,5948
3795,77.0,2,5873
3796,107.0,2,4379
3797,64.0,2,3071
3798,95.0,2,4397
3799,68.0,2,3001
3800,261.0,2,163
3801,91.0,2,4390
3802,79.0,2,4382
3803,85.0,2,3286
3804,90.0,2,4355
3805,184.0,2,139
3806,220.0,1,101
3807,229.0,2,243
3808,128.0,1,40
3809,80.0,2,164
3810,179.0,2,115
3811,238.0,1,40
3812,317.0,1,37
3813,244.0,1,64
3814,45.0,2,3341
3815,326.0,2,128
3816,75.0,1,64
3817,50.0,1,64
3818,155.0,1,64
3819,57.0,2,2974
3820,68.0,2,4355
3821,348.0,1,37
3822,318.0,1,30
3823,66.0,2,4397
3824,62.0,2,4392
3825,80.0,2,4441
3826,223.0,1,61
3827,166.0,1,40
3828,48.0,2,4467
3829,289.0,1,76
3830,229.0,1,91
3831,243.0,3,8346
3832,76.0,2,5912
3833,79.0,2,5938
3834,81.0,3,6679
3835,50.0,2,4397
3836,233.0,1,81
3837,163.0,2,115
3838,72.0,1,117
3839,35.0,2,4414
3840,234.0,2,156
3841,138.0,2,158
3842,148.0,1,86
3843,326.0,1,100
3844,63.0,3,6690
3845,105.0,1,86
3846,346.0,1,7
3847,79.0,3,6744
3848,70.0,3,6725
3849,350.0,2,2747
3850,302.0,1,57
3851,164.0,1,40
3852,339.0,2,2803
3853,138.0,2,1468
3854,57.0,2,38
3855,158.0,2,73
3856,233.0,2,3759
3857,13.0,1,40
3858,248.0,2,88
3859,87.0,2,197
3860,16.0,2,40
3861,218.0,2,67
3862,87.0,2,5977
3863,154.0,1,32
3864,319.0,1,32
3865,112.0,1,70
3866,308.0,1,30
3867,355.0,1,31
3868,200.0,1,839
3869,93.0,2,1597
3870,5.0,1,55
3871,365.0,1,86
3872,157.0,1,848
3873,246.0,1,72
3874,138.0,1,22
3875,142.0,1,804
3876,133.0,1,839
3877,261.0,1,13
3878,143.0,1,889
3879,282.0,1,126
3880,99.0,2,1612
3881,221.0,2,1819
3882,97.0,2,1854
3883,75.0,2,1854
3884,82.0,2,1828
3885,89.0,2,1883
3886,116.0,1,1155
3887,309.0,1,540
3888,296.0,1,87
3889,53.0,2,1897
3890,113.0,1,22
3891,228.0,1,22
3892,106.0,2,1498
3893,106.0,2,1468
3894,116.0,1,839
3895,116.0,2,1503
3896,111.0,2,1503
3897,102.0,2,1588
3898,121.0,3,196
3899,57.0,1,42
3900,229.0,1,5
3901,108.0,1,839
3902,352.0,1,7
3903,119.0,2,1538
3904,289.0,1,62
3905,58.0,3,468
3906,131.0,1,164
3907,14.0,3,190
3908,151.0,1,127
3909,282.0,1,40
3910,338.0,1,5
3911,93.0,1,839
3912,101.0,1,868
3913,107.0,2,1547
3914,102.0,2,1533
3915,96.0,2,1592
3916,92.0,2,1538
3917,350.0,1,27
3918,204.0,1,64
3919,177.0,1,13
3920,273.0,1,7
3921,284.0,1,5
3922,342.0,1,7
3923,65.0,1,5
3924,93.0,1,15
3925,321.0,1,40
3926,305.0,2,2722
3927,320.0,2,3058
3928,369.0,2,4190
3929,89.0,3,6706
3930,85.0,3,6646
3931,304.0,2,2722
3932,214.0,3,6981
3933,169.0,1,99
3934,2.0,1,37
3935,69.0,2,178
3936,324.0,1,30
3937,166.0,1,96
3938,80.0,3,6652
3939,122.0,2,108
3940,215.0,3,8367
3941,196.0,3,8367
3942,63.0,3,6865
3943,210.0,1,5
3944,297.0,1,37
3945,240.0,2,3040
3946,382.0,2,4260
3947,228.0,2,2779
3948,82.0,3,6658
3949,225.0,2,2787
3950,55.0,3,6795
3951,42.0,3,6709
3952,357.0,2,4153
3953,315.0,2,4153
3954,312.0,2,203
3955,193.0,1,71
3956,165.0,2,104
3957,316.0,2,4145
3958,226.0,2,2808
3959,30.0,1,29
3960,140.0,1,40
3961,240.0,2,2804
3962,296.0,1,151
3963,5.0,1,64
3964,80.0,1,40
3965,61.0,1,49
3966,189.0,2,2754
3967,190.0,2,2747
3968,248.0,2,4194
3969,182.0,1,49
3970,269.0,2,4118
3971,62.0,2,159
3972,239.0,1,40
3973,48.0,1,57
3974,340.0,1,30
3975,38.0,2,159
3976,85.0,2,5957
3977,233.0,3,7041
3978,11.0,1,30
3979,225.0,2,4209
3980,240.0,2,4183
3981,26.0,1,57
3982,250.0,2,71
3983,300.0,2,153
3984,73.0,2,71
3985,31.0,3,6699
3986,320.0,1,30
3987,12.0,2,117
3988,235.0,1,25
3989,28.0,2,71
3990,220.0,1,32
3991,222.0,2,4173
3992,50.0,3,6706
3993,23.0,2,106
3994,195.0,2,153
3995,243.0,1,30
3996,191.0,2,2833
3997,212.0,1,22
3998,182.0,2,4143
3999,174.0,2,3058
4000,22.0,2,57
4001,338.0,1,46
4002,193.0,1,31
4003,169.0,2,2782
4004,162.0,2,3048
4005,177.0,2,3073
4006,108.0,2,1503
4007,205.0,2,2994
4008,76.0,3,210
4009,94.0,3,171
4010,260.0,1,37
4011,36.0,1,81
4012,203.0,1,90
4013,39.0,1,40
4014,270.0,1,27
4015,230.0,2,3860
4016,238.0,2,3804
4017,111.0,2,1498
4018,373.0,2,1307
4019,337.0,2,112
4020,156.0,2,73
4021,70.0,2,40
4022,68.0,2,39
4023,144.0,2,2999
4024,186.0,2,3080
4025,89.0,2,79
4026,151.0,2,129
4027,170.0,2,30
4028,136.0,2,2853
4029,216.0,2,3826
4030,232.0,2,3826
4031,196.0,2,3786
4032,157.0,2,41
4033,184.0,2,3800
4034,181.0,2,3797
4035,65.0,2,103
4036,156.0,2,3772
4037,167.0,2,3785
4038,161.0,2,3856
4039,155.0,2,3750
4040,129.0,2,79
4041,156.0,2,3807
4042,175.0,2,3826
4043,141.0,2,3807
4044,147.0,2,3846
4045,152.0,2,3803
4046,187.0,1,49
4047,42.0,2,5943
4048,40.0,3,6669
4049,58.0,3,6690
4050,63.0,1,72
4051,212.0,2,4206
4052,59.0,3,6650
4053,63.0,2,44
4054,133.0,1,94
4055,204.0,2,4155
4056,193.0,2,4178
4057,58.0,3,6748
4058,107.0,2,115
4059,55.0,3,6639
4060,39.0,3,6793
4061,30.0,1,25
4062,181.0,2,2782
4063,39.0,3,6684
4064,171.0,2,4133
4065,154.0,2,2992
4066,332.0,1,24
4067,161.0,1,25
4068,149.0,2,2804
4069,268.0,1,81
4070,331.0,1,72
4071,131.0,2,2771
4072,131.0,2,2747
4073,127.0,2,2756
4074,160.0,2,4143
4075,9.0,1,86
4076,72.0,2,75
4077,41.0,1,96
4078,40.0,3,6673
4079,34.0,3,6675
4080,134.0,2,2732
4081,203.0,3,8305
4082,39.0,2,5900
4083,238.0,3,7069
4084,60.0,2,5888
4085,185.0,3,7000
4086,199.0,3,7229
4087,158.0,3,6959
4088,32.0,2,5917
4089,32.0,2,5896
4090,47.0,2,5895
4091,189.0,1,164
4092,267.0,1,40
4093,285.0,1,37
4094,79.0,3,7265
4095,72.0,3,7109
4096,50.0,3,7255
4097,132.0,1,70
4098,178.0,3,8377
4099,187.0,1,39
4100,229.0,1,91
4101,205.0,3,6953
4102,193.0,3,6944
4103,64.0,2,97
4104,55.0,2,108
4105,192.0,1,70
4106,332.0,1,120
4107,167.0,3,8421
4108,308.0,1,70
4109,114.0,2,211
4110,229.0,1,120
4111,32.0,1,70
4112,12.0,1,79
4113,351.0,1,94
4114,9.0,1,120
4115,190.0,3,6919
4116,202.0,1,94
4117,203.0,3,7212
4118,183.0,3,6975
4119,161.0,3,8301
4120,47.0,2,69
4121,83.0,3,5217
4122,46.0,3,5202
4123,45.0,3,5193
4124,66.0,2,81
4125,250.0,2,122
4126,55.0,2,81
4127,92.0,2,86
4128,55.0,3,5182
4129,263.0,2,77
4130,56.0,3,5177
4131,53.0,3,5215
4132,162.0,2,81
4133,61.0,2,152
4134,34.0,3,5237
4135,60.0,3,5151
4136,121.0,2,4381
4137,142.0,2,62
4138,270.0,2,162
4139,94.0,2,123
4140,279.0,2,60
4141,92.0,2,62
4142,35.0,2,64
4143,62.0,2,138
4144,112.0,2,4366
4145,112.0,2,4344
4146,94.0,2,4368
4147,199.0,2,162
4148,175.0,2,97
4149,235.0,2,90
4150,72.0,2,64
4151,119.0,2,4379
4152,98.0,2,4344
4153,99.0,2,4465
4154,151.0,2,114
4155,27.0,2,110
4156,210.0,2,3149
4157,308.0,1,125
4158,61.0,3,214
4159,349.0,1,40
4160,72.0,1,7
4161,0.0,1,99
4162,339.0,1,7
4163,69.0,3,155
4164,137.0,1,7
4165,194.0,1,5
4166,204.0,1,40
4167,194.0,2,3125
4168,167.0,2,3181
4169,130.0,1,40
4170,141.0,2,2919
4171,113.0,2,4391
4172,117.0,2,4392
4173,76.0,4,215
4174,282.0,1,46
4175,127.0,1,100
4176,95.0,2,4850
4177,97.0,2,4703
4178,64.0,1,7
4179,107.0,2,4445
4180,100.0,2,4445
4181,98.0,2,4466
4182,114.0,2,4448
4183,93.0,2,4391
4184,102.0,2,4368
4185,119.0,2,4441
4186,106.0,2,4393
4187,23.0,2,86
4188,94.0,2,4725
4189,105.0,2,1631
4190,105.0,2,1552
4191,54.0,1,99
4192,118.0,2,1552
4193,112.0,2,4384
4194,154.0,2,3210
4195,163.0,2,3174
4196,156.0,2,3155
4197,177.0,2,3159
4198,11.0,3,192
4199,355.0,1,7
4200,162.0,2,3080
4201,173.0,2,3143
4202,93.0,2,4793
4203,183.0,1,13
4204,162.0,2,3212
4205,105.0,2,4444
4206,93.0,2,4433
4207,100.0,2,99
4208,93.0,2,4446
4209,136.0,2,2951
4210,122.0,2,2916
4211,118.0,2,2926
4212,70.0,2,2910
4213,38.0,2,69
4214,66.0,2,2818
4215,116.0,2,4490
4216,108.0,2,4468
4217,296.0,2,101
4218,63.0,2,41
4219,120.0,2,4399
4220,119.0,2,4399
4221,96.0,2,4384
4222,98.0,2,4447
4223,94.0,2,123
4224,111.0,2,4366
4225,64.0,2,72
4226,96.0,2,4401
4227,103.0,2,4391
4228,92.0,2,4470
4229,107.0,2,4375
4230,80.0,2,2833
4231,14.0,2,243
4232,13.0,2,90
4233,162.0,2,40
4234,131.0,2,60
4235,183.0,2,60
4236,154.0,2,191
4237,240.0,2,127
4238,100.0,2,66
4239,107.0,2,99
4240,176.0,2,123
4241,48.0,2,74
4242,175.0,2,52
4243,158.0,2,37
4244,92.0,1,37
4245,93.0,4,179
4246,182.0,1,31
4247,246.0,1,22
4248,264.0,1,7
4249,80.0,1,64
4250,146.0,1,46
4251,268.0,1,57
4252,0.0,4,200
4253,93.0,2,1552
4254,72.0,2,79
4255,108.0,2,1624
4256,83.0,2,1587
4257,72.0,2,1631
4258,359.0,1,40
4259,125.0,1,5
4260,24.0,1,22
4261,299.0,1,46
4262,184.0,2,70
4263,137.0,2,3772
4264,2.0,2,79
4265,147.0,2,39
4266,91.0,2,2897
4267,74.0,2,2934
4268,34.0,2,2853
4269,47.0,2,2840
4270,276.0,1,7
4271,175.0,1,40
4272,147.0,1,40
4273,65.0,1,64
4274,297.0,1,104
4275,255.0,1,114
4276,335.0,1,14
4277,373.0,2,1346
4278,220.0,1,96
4279,359.0,1,57
4280,118.0,1,57
4281,162.0,2,3115
4282,314.0,1,40
4283,114.0,1,7
4284,110.0,1,865
4285,73.0,2,1683
4286,318.0,1,40
4287,78.0,1,69
4288,82.0,2,1681
4289,62.0,2,1574
4290,90.0,2,1574
4291,84.0,2,1676
4292,74.0,1,889
4293,116.0,1,55
4294,16.0,1,40
4295,281.0,1,60
4296,230.0,1,7
4297,115.0,1,7
4298,205.0,1,40
4299,69.0,1,7
4300,64.0,1,7
4301,2.0,1,5
4302,341.0,1,15
4303,172.0,2,3135
4304,153.0,2,3078
4305,101.0,2,4843
4306,282.0,1,15
4307,26.0,1,90
4308,304.0,1,40
4309,89.0,2,1622
4310,89.0,2,1622
4311,136.0,3,94
4312,85.0,2,1622
4313,89.0,2,1631
4314,164.0,1,7
4315,74.0,2,1576
4316,295.0,1,5
4317,90.0,1,7
4318,264.0,1,55
4319,58.0,1,40
4320,364.0,1,7
4321,165.0,2,3153
4322,175.0,2,3113
4323,162.0,2,3153
4324,69.0,1,804
4325,42.0,1,51
4326,76.0,2,1584
4327,168.0,1,173
4328,64.0,1,40
4329,162.0,2,3199
4330,167.0,2,3135
4331,353.0,1,40
4332,280.0,1,7
4333,62.0,1,40
4334,89.0,2,1631
4335,32.0,1,848
4336,81.0,1,40
4337,8.0,1,7
4338,65.0,2,1622
4339,80.0,2,1597
4340,76.0,2,1622
4341,56.0,3,156
4342,62.0,2,1622
4343,86.0,2,1646
4344,64.0,2,1552
4345,286.0,1,5
4346,179.0,2,3102
4347,170.0,2,3247
4348,77.0,2,1631
4349,169.0,2,3199
4350,177.0,2,3140
4351,158.0,2,3145
4352,167.0,2,3115
4353,311.0,1,70
4354,56.0,2,326
4355,174.0,3,8297
4356,86.0,1,35
4357,327.0,1,120
4358,197.0,3,7232
4359,52.0,1,40
4360,138.0,1,51
4361,49.0,1,5
4362,4.0,1,40
4363,118.0,2,4745
4364,102.0,2,4719
4365,175.0,2,3184
4366,166.0,2,3142
4367,340.0,1,60
4368,175.0,2,3178
4369,297.0,1,7
4370,171.0,2,3128
4371,112.0,1,7
4372,180.0,2,3179
4373,164.0,2,3105
4374,46.0,1,40
4375,160.0,2,3178
4376,203.0,1,68
4377,88.0,3,136
4378,7.0,3,168
4379,96.0,3,171
4380,168.0,2,3184
4381,165.0,2,3145
4382,20.0,1,5
4383,177.0,1,104
4384,9.0,1,114
4385,299.0,1,7
4386,289.0,1,7
4387,154.0,1,5
4388,64.0,1,5
4389,181.0,2,3128
4390,159.0,2,3153
4391,145.0,1,40
4392,87.0,2,4828
4393,231.0,1,40
4394,34.0,1,7
4395,154.0,2,3135
4396,76.0,2,4780
4397,155.0,2,3148
4398,344.0,1,40
4399,168.0,2,3133
4400,155.0,2,3148
4401,272.0,1,5
4402,101.0,1,40
4403,119.0,3,132
4404,220.0,1,40
4405,170.0,2,3115
4406,274.0,1,15
4407,316.0,1,7
4408,88.0,1,40
4409,150.0,1,40
4410,69.0,2,1567
4411,62.0,2,1619
4412,158.0,2,3128
4413,51.0,1,5
4414,148.0,3,319
4415,353.0,1,5
4416,155.0,1,90
4417,106.0,1,5
4418,172.0,2,3120
4419,216.0,3,232
4420,181.0,2,3103
4421,332.0,1,5
4422,92.0,1,5
4423,52.0,2,1633
4424,324.0,1,5
4425,40.0,1,31
4426,135.0,2,3772
4427,78.0,2,116
4428,47.0,2,1574
4429,50.0,2,1631
4430,180.0,2,3170
4431,359.0,1,40
4432,277.0,1,7
4433,55.0,2,1587
4434,58.0,2,1622
4435,115.0,2,32
4436,138.0,2,3801
4437,127.0,2,3772
4438,12.0,2,37
4439,101.0,2,3788
4440,104.0,2,3804
4441,34.0,3,6736
4442,240.0,2,77
4443,209.0,1,94
4444,357.0,1,7
4445,28.0,2,139
4446,215.0,1,65
4447,258.0,1,32
4448,246.0,1,25
4449,26.0,2,53
4450,32.0,2,49
4451,333.0,1,32
4452,134.0,2,2757
4453,314.0,1,25
4454,45.0,3,6650
4455,145.0,2,2747
4456,107.0,2,3099
4457,126.0,2,2816
4458,133.0,2,2782
4459,166.0,1,5
4460,213.0,1,35
4461,96.0,2,2747
4462,126.0,2,89
4463,103.0,2,3086
4464,102.0,2,2803
4465,45.0,2,37
4466,122.0,2,40
4467,53.0,2,1587
4468,32.0,2,1631
4469,110.0,3,437
4470,353.0,1,40
4471,166.0,1,77
4472,57.0,2,1622
4473,43.0,2,1560
4474,59.0,2,1552
4475,47.0,2,1676
4476,32.0,2,1587
4477,362.0,1,7
4478,45.0,1,7
4479,158.0,3,183
4480,69.0,1,86
4481,161.0,2,3078
4482,164.0,2,3153
4483,178.0,2,3124
4484,174.0,2,3120
4485,155.0,2,3180
4486,322.0,1,40
4487,221.0,1,40
4488,327.0,1,90
4489,103.0,3,166
4490,56.0,2,1685
4491,75.0,2,4813
4492,181.0,2,3182
4493,162.0,2,3117
4494,168.0,2,3100
4495,67.0,3,276
4496,30.0,1,40
4497,329.0,1,40
4498,35.0,2,1622
4499,126.0,3,256
4500,154.0,2,3223
4501,156.0,2,3154
4502,164.0,2,3198
4503,32.0,2,1587
4504,51.0,2,1622
4505,254.0,1,40
4506,219.0,1,7
4507,54.0,2,1552
4508,183.0,3,268
4509,189.0,1,40
4510,319.0,1,40
4511,159.0,1,40
4512,8.0,3,144
4513,97.0,1,62
4514,165.0,1,40
4515,246.0,1,125
4516,59.0,1,7
4517,209.0,1,7
4518,155.0,2,3113
4519,142.0,2,3115
4520,276.0,1,22
4521,43.0,2,1611
4522,140.0,2,3173
4523,164.0,1,27
4524,33.0,2,1631
4525,252.0,1,7
4526,50.0,2,1560
4527,86.0,3,188
4528,42.0,2,1622
4529,59.0,2,1676
4530,59.0,2,1587
4531,43.0,1,846
4532,40.0,2,1622
4533,42.0,2,1589
4534,162.0,1,5
4535,145.0,2,3199
4536,148.0,2,3100
4537,30.0,3,250
4538,38.0,2,1631
4539,40.0,2,1595
4540,107.0,1,64
4541,122.0,2,3125
4542,159.0,1,62
4543,141.0,2,3118
4544,117.0,3,181
4545,275.0,1,112
4546,196.0,1,40
4547,41.0,1,40
4548,34.0,2,1587
4549,366.0,2,1338
4550,382.0,1,575
4551,60.0,1,5
4552,392.0,2,1375
4553,368.0,2,1427
4554,388.0,2,1373
4555,369.0,2,1358
4556,377.0,2,1372
4557,331.0,1,589
4558,385.0,2,1338
4559,358.0,2,1363
4560,248.0,3,173
4561,262.0,1,5
4562,342.0,2,1375
4563,363.0,2,1348
4564,115.0,1,40
4565,144.0,3,189
4566,123.0,2,3100
4567,52.0,2,4912
4568,52.0,2,4720
4569,122.0,2,3113
4570,125.0,2,3078
4571,335.0,2,1345
4572,116.0,3,102
4573,106.0,3,105
4574,115.0,1,5
4575,21.0,1,127
4576,51.0,2,2910
4577,99.0,2,4344
4578,169.0,2,143
4579,95.0,2,4510
4580,324.0,2,35
4581,46.0,2,2910
4582,155.0,2,114
4583,50.0,2,2907
4584,102.0,2,66
4585,33.0,2,62
4586,106.0,2,4367
4587,121.0,2,4469
4588,101.0,2,4423
4589,95.0,2,4486
4590,118.0,2,4416
4591,92.0,2,4440
4592,104.0,2,4346
4593,133.0,2,60
4594,196.0,2,116
4595,11.0,2,66
4596,115.0,2,4369
4597,96.0,2,4460
4598,99.0,2,4391
4599,59.0,2,168
4600,30.0,2,81
4601,95.0,2,4590
4602,104.0,2,4430
4603,44.0,2,64
4604,165.0,2,40
4605,137.0,2,66
4606,66.0,2,40
4607,163.0,2,116
4608,20.0,2,88
4609,153.0,1,40
4610,166.0,1,27
4611,92.0,2,115
4612,228.0,1,54
4613,214.0,2,80
4614,250.0,1,27
4615,50.0,2,6059
4616,31.0,2,70
4617,129.0,1,27
4618,361.0,1,60
4619,302.0,1,25
4620,41.0,2,5908
4621,52.0,2,5959
4622,35.0,2,5977
4623,120.0,2,3027
4624,127.0,3,7247
4625,127.0,3,6990
4626,186.0,3,7169
4627,205.0,3,7029
4628,154.0,3,6944
4629,103.0,1,64
4630,28.0,1,40
4631,137.0,3,5135
4632,120.0,3,5121
4633,109.0,3,5244
4634,252.0,1,69
4635,57.0,2,62
4636,77.0,2,117
4637,231.0,1,79
4638,112.0,3,7000
4639,109.0,3,5161
4640,260.0,2,34
4641,272.0,2,34
4642,279.0,2,96
4643,99.0,2,3772
4644,95.0,2,3807
4645,85.0,2,3803
4646,88.0,2,3785
4647,81.0,2,3804
4648,91.0,2,3764
4649,66.0,2,3807
4650,105.0,2,3048
4651,45.0,1,115
4652,64.0,2,2747
4653,96.0,3,5159
4654,71.0,3,5203
4655,232.0,1,25
4656,100.0,2,2754
4657,107.0,2,2992
4658,62.0,3,5250
4659,149.0,1,65
4660,102.0,2,3047
4661,34.0,3,5168
4662,56.0,3,5207
4663,48.0,3,5253
4664,64.0,2,2772
4665,67.0,2,2771
4666,91.0,2,2804
4667,78.0,2,3089
4668,75.0,2,3125
4669,37.0,2,5913
4670,44.0,2,5898
4671,42.0,1,115
4672,158.0,2,31
4673,35.0,1,90
4674,293.0,1,65
4675,86.0,2,3053
4676,167.0,3,7206
4677,116.0,3,7224
4678,104.0,3,7200
4679,113.0,3,7223
4680,262.0,1,65
4681,207.0,1,5
4682,219.0,2,106
4683,17.0,1,70
4684,321.0,1,90
4685,211.0,3,6963
4686,190.0,3,7188
4687,74.0,2,73
4688,33.0,3,6974
4689,222.0,3,6222
4690,269.0,1,35
4691,16.0,2,77
4692,179.0,3,8341
4693,181.0,3,8392
4694,188.0,3,6905
4695,7.0,2,108
4696,156.0,3,8324
4697,215.0,1,199
4698,210.0,3,6975
4699,78.0,1,42
4700,170.0,3,6970
4701,209.0,3,6248
4702,115.0,2,79
4703,149.0,3,6918
4704,365.0,1,75
4705,162.0,1,35
4706,253.0,1,70
4707,322.0,1,35
4708,138.0,1,35
4709,339.0,1,75
4710,310.0,1,95
4711,190.0,3,6317
4712,207.0,2,127
4713,114.0,2,52
4714,61.0,2,38
4715,111.0,1,84
4716,88.0,2,40
4717,114.0,2,4467
4718,81.0,2,4411
4719,40.0,2,64
4720,90.0,2,4430
4721,64.0,2,70
4722,114.0,2,119
4723,84.0,2,4448
4724,63.0,2,4444
4725,67.0,2,4359
4726,85.0,2,4416
4727,71.0,2,4393
4728,54.0,2,134
4729,86.0,2,64
4730,65.0,2,4393
4731,92.0,2,123
4732,122.0,2,60
4733,74.0,2,4376
4734,78.0,2,4443
4735,61.0,2,4426
4736,143.0,2,116
4737,82.0,1,77
4738,152.0,2,3117
4739,43.0,1,166
4740,151.0,2,3140
4741,132.0,1,40
4742,100.0,1,90
4743,346.0,1,40
4744,65.0,1,40
4745,165.0,1,13
4746,151.0,1,90
4747,56.0,1,5
4748,145.0,1,40
4749,64.0,3,297
4750,11.0,1,7
4751,126.0,2,3088
4752,65.0,2,4446
4753,65.0,2,4408
4754,72.0,2,4399
4755,71.0,2,4416
4756,81.0,2,4404
4757,83.0,2,4441
4758,61.0,2,4366
4759,4.0,2,99
4760,313.0,1,90
4761,10.0,4,146
4762,2.0,4,196
4763,217.0,1,564
4764,311.0,2,1388
4765,80.0,2,4413
4766,75.0,2,4369
4767,222.0,2,62
4768,86.0,2,4379
4769,126.0,2,3125
4770,144.0,2,3160
4771,142.0,2,3180
4772,125.0,2,3175
4773,193.0,1,40
4774,185.0,1,64
4775,295.0,1,125
4776,164.0,1,15
4777,247.0,1,5
4778,283.0,1,40
4779,129.0,2,3178
4780,252.0,1,91
4781,135.0,2,3245
4782,141.0,2,3210
4783,44.0,1,7
4784,97.0,2,99
4785,77.0,2,4379
4786,90.0,2,4454
4787,77.0,2,4366
4788,47.0,2,168
4789,87.0,2,4443
4790,68.0,2,4486
4791,335.0,2,2668
4792,57.0,2,42
4793,308.0,2,2645
4794,61.0,2,4369
4795,32.0,2,114
4796,274.0,2,132
4797,25.0,2,60
4798,86.0,2,4415
4799,232.0,2,99
4800,76.0,2,4423
4801,62.0,2,4399
4802,62.0,2,4381
4803,70.0,2,4444
4804,70.0,2,66
4805,45.0,2,99
4806,42.0,2,128
4807,267.0,2,103
4808,46.0,2,71
4809,71.0,2,4424
4810,192.0,2,63
4811,108.0,2,67
4812,195.0,2,71
4813,86.0,2,81
4814,138.0,1,31
4815,110.0,1,94
4816,34.0,3,142
4817,240.0,3,188
4818,260.0,1,64
4819,44.0,1,5
4820,140.0,1,31
4821,360.0,1,72
4822,359.0,1,31
4823,109.0,2,43
4824,75.0,2,68
4825,318.0,1,76
4826,14.0,1,40
4827,7.0,4,185
4828,307.0,2,1419
4829,76.0,2,172
4830,231.0,2,188
4831,305.0,2,2680
4832,329.0,2,2646
4833,297.0,2,2611
4834,270.0,2,2611
4835,326.0,2,1323
4836,53.0,1,94
4837,106.0,1,7
4838,197.0,1,40
4839,274.0,1,57
4840,267.0,1,24
4841,137.0,2,3080
4842,148.0,2,3105
4843,136.0,2,3153
4844,135.0,2,3143
4845,126.0,2,3135
4846,135.0,2,3245
4847,44.0,2,4943
4848,8.0,3,241
4849,32.0,1,40
4850,229.0,1,7
4851,48.0,2,4813
4852,145.0,2,3199
4853,140.0,2,3223
4854,215.0,1,60
4855,229.0,1,42
4856,120.0,1,29
4857,21.0,3,153
4858,97.0,1,5
4859,190.0,1,7
4860,114.0,3,74
4861,317.0,2,1323
4862,361.0,1,7
4863,330.0,2,1380
4864,198.0,3,243
4865,112.0,3,104
4866,289.0,2,1417
4867,70.0,3,146
4868,46.0,1,7
4869,0.0,3,166
4870,329.0,1,14
4871,255.0,1,7
4872,305.0,1,40
4873,44.0,3,237
4874,134.0,2,3124
4875,86.0,3,226
4876,295.0,1,15
4877,58.0,2,4789
4878,33.0,1,40
4879,73.0,3,226
4880,166.0,3,197
4881,318.0,1,133
4882,326.0,1,565
4883,288.0,2,1372
4884,299.0,1,90
4885,266.0,1,40
4886,276.0,2,1398
4887,292.0,2,1422
4888,34.0,1,40
4889,135.0,2,3179
4890,51.0,2,4848
4891,250.0,2,1375
4892,33.0,1,40
4893,215.0,2,1402
4894,219.0,2,1429
4895,298.0,1,90
4896,218.0,1,62
4897,146.0,1,7
4898,148.0,2,3115
4899,84.0,1,7
4900,152.0,2,3134
4901,326.0,1,700
4902,240.0,2,1377
4903,237.0,2,1398
4904,237.0,2,1373
4905,242.0,2,1395
4906,55.0,2,4899
4907,33.0,2,4761
4908,119.0,1,5
4909,200.0,2,1414
4910,193.0,2,1380
4911,312.0,1,40
4912,113.0,1,27
4913,236.0,1,94
4914,307.0,1,712
4915,143.0,2,3080
4916,122.0,2,3103
4917,54.0,2,4793
4918,35.0,2,4679
4919,125.0,2,3150
4920,35.0,2,84
4921,192.0,3,6248
