customer_key,Total_Revenue,Total_Orders,Average_Order_Value,Customer_Lifetime_Value
2199,115,3,38.333333333333336,115.0
2200,105,3,35.0,105.0
2201,24,1,24.0,24.0
2202,73,3,24.333333333333332,73.0
2203,4559,2,2279.5,4559.0
2204,4492,2,2246.0,4492.0
2205,142,1,142.0,142.0
2206,4803,2,2401.5,4803.0
2207,163,3,54.333333333333336,163.0
2208,86,1,86.0,86.0
2209,4813,2,2406.5,4813.0
2210,2320,1,2320.0,2320.0
2211,4502,2,2251.0,4502.0
2212,31,1,31.0,31.0
2213,4565,2,2282.5,4565.0
2214,22,1,22.0,22.0
2215,4502,2,2251.0,4502.0
2216,72,1,72.0,72.0
2217,96,1,96.0,96.0
2218,2352,1,2352.0,2352.0
2219,86,1,86.0,86.0
2220,22,1,22.0,22.0
2221,4683,2,2341.5,4683.0
2222,4795,2,2397.5,4795.0
2223,150,3,50.0,150.0
2224,57,1,57.0,57.0
2225,4536,2,2268.0,4536.0
2226,4504,2,2252.0,4504.0
2227,4565,2,2282.5,4565.0
2228,72,1,72.0,72.0
2229,57,1,57.0,57.0
2230,22,1,22.0,22.0
2231,4905,2,2452.5,4905.0
2232,248,4,62.0,248.0
2233,22,1,22.0,22.0
2234,4588,2,2294.0,4588.0
2235,37,1,37.0,37.0
2236,57,1,57.0,57.0
2237,22,1,22.0,22.0
2238,4517,2,2258.5,4517.0
2239,4512,2,2256.0,4512.0
2240,185,4,46.25,185.0
2241,22,1,22.0,22.0
2242,2326,1,2326.0,2326.0
2243,57,1,57.0,57.0
2244,4512,2,2256.0,4512.0
2245,81,1,81.0,81.0
2246,46,1,46.0,46.0
2247,4813,2,2406.5,4813.0
2248,4549,2,2274.5,4549.0
2249,4492,2,2246.0,4492.0
2250,4795,2,2397.5,4795.0
2251,4502,2,2251.0,4502.0
2252,6844,3,2281.3333333333335,6844.0
2253,6820,3,2273.3333333333335,6820.0
2254,6774,3,2258.0,6774.0
2255,6801,3,2267.0,6801.0
2256,7393,4,1848.25,7393.0
2257,7494,4,1873.5,7494.0
2258,8941,4,2235.25,8941.0
2259,8886,4,2221.5,8886.0
2260,7853,4,1963.25,7853.0
2261,7239,4,1809.75,7239.0
2262,7200,4,1800.0,7200.0
2263,87,2,43.5,87.0
2264,10871,4,2717.75,10871.0
2265,7265,4,1816.25,7265.0
2266,7259,4,1814.75,7259.0
2267,30,1,30.0,30.0
2268,125,4,31.25,125.0
2269,290,4,72.5,290.0
2270,4508,2,2254.0,4508.0
2271,2395,1,2395.0,2395.0
2272,2320,1,2320.0,2320.0
2273,81,1,81.0,81.0
2274,4658,2,2329.0,4658.0
2275,4837,2,2418.5,4837.0
2276,22,1,22.0,22.0
2277,22,1,22.0,22.0
2278,4499,2,2249.5,4499.0
2279,4579,2,2289.5,4579.0
2280,4534,2,2267.0,4534.0
2281,4559,2,2279.5,4559.0
2282,22,1,22.0,22.0
2283,57,1,57.0,57.0
2284,4499,2,2249.5,4499.0
2285,4767,2,2383.5,4767.0
2286,214,3,71.33333333333333,214.0
2287,4517,2,2258.5,4517.0
2288,4763,2,2381.5,4763.0
2289,4574,2,2287.0,4574.0
2290,66,3,22.0,66.0
2291,112,3,37.333333333333336,112.0
2292,81,1,81.0,81.0
2293,4479,2,2239.5,4479.0
2294,22,1,22.0,22.0
2295,87,1,87.0,87.0
2296,72,1,72.0,72.0
2297,22,1,22.0,22.0
2298,22,1,22.0,22.0
2299,4512,2,2256.0,4512.0
2300,4835,2,2417.5,4835.0
2301,46,1,46.0,46.0
2302,67,1,67.0,67.0
2303,57,1,57.0,57.0
2304,66,3,22.0,66.0
2305,4613,2,2306.5,4613.0
2306,72,1,72.0,72.0
2307,72,1,72.0,72.0
2308,81,1,81.0,81.0
2309,30,1,30.0,30.0
2310,22,1,22.0,22.0
2311,30,1,30.0,30.0
2312,30,1,30.0,30.0
2313,81,1,81.0,81.0
2314,77,1,77.0,77.0
2315,4854,2,2427.0,4854.0
2316,4542,2,2271.0,4542.0
2317,4577,2,2288.5,4577.0
2318,57,1,57.0,57.0
2319,214,4,53.5,214.0
2320,4648,2,2324.0,4648.0
2321,22,1,22.0,22.0
2322,72,1,72.0,72.0
2323,86,1,86.0,86.0
2324,142,1,142.0,142.0
2325,4527,2,2263.5,4527.0
2326,4559,2,2279.5,4559.0
2327,4547,2,2273.5,4547.0
2328,31,1,31.0,31.0
2329,4708,2,2354.0,4708.0
2330,4807,2,2403.5,4807.0
2331,95,3,31.666666666666668,95.0
2332,66,1,66.0,66.0
2333,57,1,57.0,57.0
2334,22,1,22.0,22.0
2335,72,1,72.0,72.0
2336,72,1,72.0,72.0
2337,107,1,107.0,107.0
2338,181,1,181.0,181.0
2339,122,1,122.0,122.0
2340,31,1,31.0,31.0
2341,4547,2,2273.5,4547.0
2342,142,1,142.0,142.0
2343,32,1,32.0,32.0
2344,4720,2,2360.0,4720.0
2345,81,1,81.0,81.0
2346,4759,2,2379.5,4759.0
2347,4499,2,2249.5,4499.0
2348,72,1,72.0,72.0
2349,4616,2,2308.0,4616.0
2350,22,1,22.0,22.0
2351,133,3,44.333333333333336,133.0
2352,4477,2,2238.5,4477.0
2353,57,1,57.0,57.0
2354,4548,2,2274.0,4548.0
2355,4499,2,2249.5,4499.0
2356,4559,2,2279.5,4559.0
2357,31,1,31.0,31.0
2358,4544,2,2272.0,4544.0
2359,2387,1,2387.0,2387.0
2360,4638,2,2319.0,4638.0
2361,57,1,57.0,57.0
2362,4765,2,2382.5,4765.0
2363,4477,2,2238.5,4477.0
2364,72,1,72.0,72.0
2365,57,1,57.0,57.0
2366,24,1,24.0,24.0
2367,4749,2,2374.5,4749.0
2368,4517,2,2258.5,4517.0
2369,72,1,72.0,72.0
2370,4778,2,2389.0,4778.0
2371,2330,1,2330.0,2330.0
2372,72,1,72.0,72.0
2373,77,1,77.0,77.0
2374,72,1,72.0,72.0
2375,57,1,57.0,57.0
2376,72,1,72.0,72.0
2377,31,1,31.0,31.0
2378,2320,1,2320.0,2320.0
2379,4523,2,2261.5,4523.0
2380,24,1,24.0,24.0
2381,4820,2,2410.0,4820.0
2382,72,1,72.0,72.0
2383,4526,2,2263.0,4526.0
2384,4512,2,2256.0,4512.0
2385,4574,2,2287.0,4574.0
2386,4549,2,2274.5,4549.0
2387,85,1,85.0,85.0
2388,2337,1,2337.0,2337.0
2389,107,1,107.0,107.0
2390,116,1,116.0,116.0
2391,100,1,100.0,100.0
2392,2406,1,2406.0,2406.0
2393,57,1,57.0,57.0
2394,2352,1,2352.0,2352.0
2395,2319,1,2319.0,2319.0
2396,22,1,22.0,22.0
2397,2362,1,2362.0,2362.0
2398,2397,1,2397.0,2397.0
2399,2322,1,2322.0,2322.0
2400,2295,1,2295.0,2295.0
2401,4569,2,2284.5,4569.0
2402,4798,2,2399.0,4798.0
2403,4793,2,2396.5,4793.0
2404,4579,2,2289.5,4579.0
2405,6812,3,2270.6666666666665,6812.0
2406,10778,4,2694.5,10778.0
2407,7300,4,1825.0,7300.0
2408,6904,3,2301.3333333333335,6904.0
2409,6792,3,2264.0,6792.0
2410,109,1,109.0,109.0
2411,15,1,15.0,15.0
2412,6819,3,2273.0,6819.0
2413,45,2,22.5,45.0
2414,57,1,57.0,57.0
2415,2320,1,2320.0,2320.0
2416,2326,1,2326.0,2326.0
2417,107,1,107.0,107.0
2418,2370,1,2370.0,2370.0
2419,4768,2,2384.0,4768.0
2420,4477,2,2238.5,4477.0
2421,4798,2,2399.0,4798.0
2422,24,1,24.0,24.0
2423,81,1,81.0,81.0
2424,173,3,57.666666666666664,173.0
2425,4807,2,2403.5,4807.0
2426,4810,2,2405.0,4810.0
2427,4499,2,2249.5,4499.0
2428,2295,1,2295.0,2295.0
2429,2317,1,2317.0,2317.0
2430,4588,2,2294.0,4588.0
2431,31,1,31.0,31.0
2432,4593,2,2296.5,4593.0
2433,57,1,57.0,57.0
2434,4534,2,2267.0,4534.0
2435,2355,1,2355.0,2355.0
2436,4838,2,2419.0,4838.0
2437,4499,2,2249.5,4499.0
2438,81,1,81.0,81.0
2439,4502,2,2251.0,4502.0
2440,57,1,57.0,57.0
2441,4819,2,2409.5,4819.0
2442,46,1,46.0,46.0
2443,4501,2,2250.5,4501.0
2444,4537,2,2268.5,4537.0
2445,57,1,57.0,57.0
2446,76,1,76.0,76.0
2447,4537,2,2268.5,4537.0
2448,4534,2,2267.0,4534.0
2449,22,1,22.0,22.0
2450,4527,2,2263.5,4527.0
2451,4773,2,2386.5,4773.0
2452,22,1,22.0,22.0
2453,4800,2,2400.0,4800.0
2454,4577,2,2288.5,4577.0
2455,2344,1,2344.0,2344.0
2456,2350,1,2350.0,2350.0
2457,4583,2,2291.5,4583.0
2458,57,1,57.0,57.0
2459,45,1,45.0,45.0
2460,57,1,57.0,57.0
2461,4693,2,2346.5,4693.0
2462,4477,2,2238.5,4477.0
2463,4558,2,2279.0,4558.0
2464,107,1,107.0,107.0
2465,4502,2,2251.0,4502.0
2466,76,1,76.0,76.0
2467,133,3,44.333333333333336,133.0
2468,22,1,22.0,22.0
2469,4627,2,2313.5,4627.0
2470,72,1,72.0,72.0
2471,57,1,57.0,57.0
2472,31,1,31.0,31.0
2473,2519,1,2519.0,2519.0
2474,2319,1,2319.0,2319.0
2475,340,4,85.0,340.0
2476,57,1,57.0,57.0
2477,76,1,76.0,76.0
2478,4512,2,2256.0,4512.0
2479,4898,2,2449.0,4898.0
2480,76,1,76.0,76.0
2481,81,1,81.0,81.0
2482,31,1,31.0,31.0
2483,4501,2,2250.5,4501.0
2484,57,1,57.0,57.0
2485,4813,2,2406.5,4813.0
2486,37,1,37.0,37.0
2487,226,3,75.33333333333333,226.0
2488,4534,2,2267.0,4534.0
2489,142,1,142.0,142.0
2490,4740,2,2370.0,4740.0
2491,57,1,57.0,57.0
2492,176,3,58.666666666666664,176.0
2493,4501,2,2250.5,4501.0
2494,49,2,24.5,49.0
2495,40,1,40.0,40.0
2496,58,2,29.0,58.0
2497,37,1,37.0,37.0
2498,40,1,40.0,40.0
2499,101,1,101.0,101.0
2500,134,1,134.0,134.0
2501,40,1,40.0,40.0
2502,40,1,40.0,40.0
2503,55,1,55.0,55.0
2504,101,2,50.5,101.0
2505,5923,2,2961.5,5923.0
2506,128,2,64.0,128.0
2507,124,1,124.0,124.0
2508,44,2,22.0,44.0
2509,129,1,129.0,129.0
2510,49,2,24.5,49.0
2511,94,1,94.0,94.0
2512,6012,2,3006.0,6012.0
2513,70,1,70.0,70.0
2514,5918,2,2959.0,5918.0
2515,5973,2,2986.5,5973.0
2516,5948,2,2974.0,5948.0
2517,44,2,22.0,44.0
2518,5666,3,1888.6666666666667,5666.0
2519,2638,2,1319.0,2638.0
2520,4492,2,2246.0,4492.0
2521,4551,2,2275.5,4551.0
2522,4514,2,2257.0,4514.0
2523,60,2,30.0,60.0
2524,67,2,33.5,67.0
2525,4528,2,2264.0,4528.0
2526,4606,2,2303.0,4606.0
2527,4549,2,2274.5,4549.0
2528,4529,2,2264.5,4529.0
2529,4530,2,2265.0,4530.0
2530,4615,2,2307.5,4615.0
2531,186,1,186.0,186.0
2532,70,1,70.0,70.0
2533,7,1,7.0,7.0
2534,138,2,69.0,138.0
2535,86,2,43.0,86.0
2536,59,2,29.5,59.0
2537,5973,2,2986.5,5973.0
2538,5910,2,2955.0,5910.0
2539,5908,2,2954.0,5908.0
2540,79,2,39.5,79.0
2541,6528,3,2176.0,6528.0
2542,6536,3,2178.6666666666665,6536.0
2543,5943,2,2971.5,5943.0
2544,5923,2,2961.5,5923.0
2545,108,2,54.0,108.0
2546,5908,2,2954.0,5908.0
2547,5918,2,2959.0,5918.0
2548,84,2,42.0,84.0
2549,5908,2,2954.0,5908.0
2550,94,1,94.0,94.0
2551,70,1,70.0,70.0
2552,5623,3,1874.3333333333333,5623.0
2553,5922,2,2961.0,5922.0
2554,5603,3,1867.6666666666667,5603.0
2555,5641,3,1880.3333333333333,5641.0
2556,6483,3,2161.0,6483.0
2557,6497,3,2165.6666666666665,6497.0
2558,4443,2,2221.5,4443.0
2559,6500,3,2166.6666666666665,6500.0
2560,6508,3,2169.3333333333335,6508.0
2561,6453,3,2151.0,6453.0
2562,4393,2,2196.5,4393.0
2563,4369,2,2184.5,4369.0
2564,5948,2,2974.0,5948.0
2565,5932,2,2966.0,5932.0
2566,4775,2,2387.5,4775.0
2567,14,1,14.0,14.0
2568,5935,2,2967.5,5935.0
2569,120,1,120.0,120.0
2570,49,1,49.0,49.0
2571,5948,2,2974.0,5948.0
2572,144,1,144.0,144.0
2573,5945,2,2972.5,5945.0
2574,120,1,120.0,120.0
2575,40,1,40.0,40.0
2576,9458,4,2364.5,9458.0
2577,8330,3,2776.6666666666665,8330.0
2578,9451,4,2362.75,9451.0
2579,45,1,45.0,45.0
2580,7294,4,1823.5,7294.0
2581,7285,4,1821.25,7285.0
2582,8375,3,2791.6666666666665,8375.0
2583,78,2,39.0,78.0
2584,8375,3,2791.6666666666665,8375.0
2585,8361,3,2787.0,8361.0
2586,8368,3,2789.3333333333335,8368.0
2587,98,2,49.0,98.0
2588,79,1,79.0,79.0
2589,15,1,15.0,15.0
2590,79,1,79.0,79.0
2591,8306,3,2768.6666666666665,8306.0
2592,8355,3,2785.0,8355.0
2593,9695,4,2423.75,9695.0
2594,50,1,50.0,50.0
2595,45,1,45.0,45.0
2596,9391,4,2347.75,9391.0
2597,10,1,10.0,10.0
2598,59,1,59.0,59.0
2599,50,1,50.0,50.0
2600,51,2,25.5,51.0
2601,8460,3,2820.0,8460.0
2602,45,1,45.0,45.0
2603,8376,3,2792.0,8376.0
2604,134,2,67.0,134.0
2605,178,2,89.0,178.0
2606,9614,4,2403.5,9614.0
2607,7195,4,1798.75,7195.0
2608,6464,3,2154.6666666666665,6464.0
2609,72,1,72.0,72.0
2610,99,2,49.5,99.0
2611,45,1,45.0,45.0
2612,39,1,39.0,39.0
2613,84,2,42.0,84.0
2614,105,3,35.0,105.0
2615,114,3,38.0,114.0
2616,147,3,49.0,147.0
2617,6872,3,2290.6666666666665,6872.0
2618,142,3,47.333333333333336,142.0
2619,6763,3,2254.3333333333335,6763.0
2620,6808,3,2269.3333333333335,6808.0
2621,6848,3,2282.6666666666665,6848.0
2622,167,3,55.666666666666664,167.0
2623,6841,3,2280.3333333333335,6841.0
2624,99,3,33.0,99.0
2625,119,3,39.666666666666664,119.0
2626,6962,3,2320.6666666666665,6962.0
2627,6909,3,2303.0,6909.0
2628,214,3,71.33333333333333,214.0
2629,191,3,63.666666666666664,191.0
2630,6889,3,2296.3333333333335,6889.0
2631,6824,3,2274.6666666666665,6824.0
2632,6817,3,2272.3333333333335,6817.0
2633,6838,3,2279.3333333333335,6838.0
2634,6803,3,2267.6666666666665,6803.0
2635,235,3,78.33333333333333,235.0
2636,215,3,71.66666666666667,215.0
2637,6831,3,2277.0,6831.0
2638,6777,3,2259.0,6777.0
2639,6832,3,2277.3333333333335,6832.0
2640,189,3,63.0,189.0
2641,71,2,35.5,71.0
2642,144,2,72.0,144.0
2643,80,2,40.0,80.0
2644,6799,3,2266.3333333333335,6799.0
2645,6864,3,2288.0,6864.0
2646,6817,3,2272.3333333333335,6817.0
2647,6843,3,2281.0,6843.0
2648,6793,3,2264.3333333333335,6793.0
2649,6765,3,2255.0,6765.0
2650,6812,3,2270.6666666666665,6812.0
2651,6768,3,2256.0,6768.0
2652,6812,3,2270.6666666666665,6812.0
2653,31,1,31.0,31.0
2654,4547,2,2273.5,4547.0
2655,57,1,57.0,57.0
2656,22,1,22.0,22.0
2657,57,1,57.0,57.0
2658,4819,2,2409.5,4819.0
2659,4787,2,2393.5,4787.0
2660,66,1,66.0,66.0
2661,4750,2,2375.0,4750.0
2662,5913,2,2956.5,5913.0
2663,3021,2,1510.5,3021.0
2664,15,1,15.0,15.0
2665,210,2,105.0,210.0
2666,84,2,42.0,84.0
2667,5900,2,2950.0,5900.0
2668,3001,2,1500.5,3001.0
2669,114,3,38.0,114.0
2670,129,3,43.0,129.0
2671,178,3,59.333333333333336,178.0
2672,135,1,135.0,135.0
2673,120,1,120.0,120.0
2674,94,1,94.0,94.0
2675,148,1,148.0,148.0
2676,215,2,107.5,215.0
2677,69,2,34.5,69.0
2678,40,1,40.0,40.0
2679,5933,2,2966.5,5933.0
2680,5933,2,2966.5,5933.0
2681,5948,2,2974.0,5948.0
2682,75,1,75.0,75.0
2683,15,1,15.0,15.0
2684,90,1,90.0,90.0
2685,40,1,40.0,40.0
2686,6509,3,2169.6666666666665,6509.0
2687,6493,3,2164.3333333333335,6493.0
2688,5873,2,2936.5,5873.0
2689,27,1,27.0,27.0
2690,5898,2,2949.0,5898.0
2691,7162,3,2387.3333333333335,7162.0
2692,5977,2,2988.5,5977.0
2693,25,1,25.0,25.0
2694,7171,3,2390.3333333333335,7171.0
2695,106,2,53.0,106.0
2696,35,1,35.0,35.0
2697,49,1,49.0,49.0
2698,6485,3,2161.6666666666665,6485.0
2699,32,1,32.0,32.0
2700,76,1,76.0,76.0
2701,4526,2,2263.0,4526.0
2702,170,4,42.5,170.0
2703,4479,2,2239.5,4479.0
2704,75,1,75.0,75.0
2705,2737,2,1368.5,2737.0
2706,3018,2,1509.0,3018.0
2707,2337,1,2337.0,2337.0
2708,190,4,47.5,190.0
2709,161,4,40.25,161.0
2710,2332,1,2332.0,2332.0
2711,2341,1,2341.0,2341.0
2712,2381,1,2381.0,2381.0
2713,4504,2,2252.0,4504.0
2714,4828,2,2414.0,4828.0
2715,3033,2,1516.5,3033.0
2716,2779,2,1389.5,2779.0
2717,3078,2,1539.0,3078.0
2718,75,1,75.0,75.0
2719,3062,2,1531.0,3062.0
2720,1129,1,1129.0,1129.0
2721,1155,1,1155.0,1155.0
2722,2787,2,1393.5,2787.0
2723,3102,2,1551.0,3102.0
2724,75,1,75.0,75.0
2725,4477,2,2238.5,4477.0
2726,4533,2,2266.5,4533.0
2727,4501,2,2250.5,4501.0
2728,81,1,81.0,81.0
2729,4879,2,2439.5,4879.0
2730,4884,2,2442.0,4884.0
2731,4571,2,2285.5,4571.0
2732,22,1,22.0,22.0
2733,109,3,36.333333333333336,109.0
2734,4554,2,2277.0,4554.0
2735,4523,2,2261.5,4523.0
2736,4517,2,2258.5,4517.0
2737,4479,2,2239.5,4479.0
2738,39,1,39.0,39.0
2739,22,1,22.0,22.0
2740,72,1,72.0,72.0
2741,57,1,57.0,57.0
2742,2951,2,1475.5,2951.0
2743,2988,2,1494.0,2988.0
2744,2350,1,2350.0,2350.0
2745,2959,2,1479.5,2959.0
2746,3282,2,1641.0,3282.0
2747,3249,2,1624.5,3249.0
2748,3045,2,1522.5,3045.0
2749,72,1,72.0,72.0
2750,22,1,22.0,22.0
2751,72,1,72.0,72.0
2752,225,3,75.0,225.0
2753,24,1,24.0,24.0
2754,85,1,85.0,85.0
2755,57,1,57.0,57.0
2756,46,1,46.0,46.0
2757,298,4,74.5,298.0
2758,87,1,87.0,87.0
2759,284,4,71.0,284.0
2760,101,1,101.0,101.0
2761,198,4,49.5,198.0
2762,46,1,46.0,46.0
2763,230,4,57.5,230.0
2764,31,1,31.0,31.0
2765,75,1,75.0,75.0
2766,7152,3,2384.0,7152.0
2767,3001,2,1500.5,3001.0
2768,5910,2,2955.0,5910.0
2769,5064,3,1688.0,5064.0
2770,5086,3,1695.3333333333333,5086.0
2771,6428,3,2142.6666666666665,6428.0
2772,6535,3,2178.3333333333335,6535.0
2773,5928,2,2964.0,5928.0
2774,42,1,42.0,42.0
2775,4392,2,2196.0,4392.0
2776,69,1,69.0,69.0
2777,71,2,35.5,71.0
2778,7147,3,2382.3333333333335,7147.0
2779,4397,2,2198.5,4397.0
2780,3063,2,1531.5,3063.0
2781,59,1,59.0,59.0
2782,110,2,55.0,110.0
2783,6512,3,2170.6666666666665,6512.0
2784,5955,2,2977.5,5955.0
2785,7138,3,2379.3333333333335,7138.0
2786,122,2,61.0,122.0
2787,5,1,5.0,5.0
2788,60,1,60.0,60.0
2789,201,2,100.5,201.0
2790,4397,2,2198.5,4397.0
2791,4397,2,2198.5,4397.0
2792,108,2,54.0,108.0
2793,7216,3,2405.3333333333335,7216.0
2794,3021,2,1510.5,3021.0
2795,7212,3,2404.0,7212.0
2796,4357,2,2178.5,4357.0
2797,40,1,40.0,40.0
2798,7,1,7.0,7.0
2799,137,2,68.5,137.0
2800,3010,2,1505.0,3010.0
2801,3262,2,1631.0,3262.0
2802,3262,2,1631.0,3262.0
2803,79,1,79.0,79.0
2804,186,1,186.0,186.0
2805,27,1,27.0,27.0
2806,29,1,29.0,29.0
2807,3075,2,1537.5,3075.0
2808,4506,2,2253.0,4506.0
2809,4406,2,2203.0,4406.0
2810,114,1,114.0,114.0
2811,53,1,53.0,53.0
2812,3001,2,1500.5,3001.0
2813,3262,2,1631.0,3262.0
2814,75,1,75.0,75.0
2815,230,2,115.0,230.0
2816,115,2,57.5,115.0
2817,261,2,130.5,261.0
2818,35,1,35.0,35.0
2819,40,1,40.0,40.0
2820,35,1,35.0,35.0
2821,5908,2,2954.0,5908.0
2822,5940,2,2970.0,5940.0
2823,6523,3,2174.3333333333335,6523.0
2824,5393,3,1797.6666666666667,5393.0
2825,5,1,5.0,5.0
2826,37,1,37.0,37.0
2827,49,1,49.0,49.0
2828,29,1,29.0,29.0
2829,166,1,166.0,166.0
2830,4379,2,2189.5,4379.0
2831,285,2,142.5,285.0
2832,35,1,35.0,35.0
2833,24,1,24.0,24.0
2834,107,1,107.0,107.0
2835,22,1,22.0,22.0
2836,37,1,37.0,37.0
2837,4379,2,2189.5,4379.0
2838,90,1,90.0,90.0
2839,141,2,70.5,141.0
2840,3242,2,1621.0,3242.0
2841,3010,2,1505.0,3010.0
2842,6624,3,2208.0,6624.0
2843,4404,2,2202.0,4404.0
2844,31,1,31.0,31.0
2845,4355,2,2177.5,4355.0
2846,5917,2,2958.5,5917.0
2847,5933,2,2966.5,5933.0
2848,5888,2,2944.0,5888.0
2849,61,1,61.0,61.0
2850,3085,2,1542.5,3085.0
2851,57,1,57.0,57.0
2852,2332,1,2332.0,2332.0
2853,2295,1,2295.0,2295.0
2854,2330,1,2330.0,2330.0
2855,3247,2,1623.5,3247.0
2856,3095,2,1547.5,3095.0
2857,2982,2,1491.0,2982.0
2858,46,1,46.0,46.0
2859,72,1,72.0,72.0
2860,22,1,22.0,22.0
2861,123,4,30.75,123.0
2862,22,1,22.0,22.0
2863,2986,2,1493.0,2986.0
2864,72,1,72.0,72.0
2865,22,1,22.0,22.0
2866,4534,2,2267.0,4534.0
2867,4640,2,2320.0,4640.0
2868,57,1,57.0,57.0
2869,31,1,31.0,31.0
2870,22,1,22.0,22.0
2871,3282,2,1641.0,3282.0
2872,3060,2,1530.0,3060.0
2873,181,1,181.0,181.0
2874,4765,2,2382.5,4765.0
2875,77,1,77.0,77.0
2876,24,1,24.0,24.0
2877,22,1,22.0,22.0
2878,3030,2,1515.0,3030.0
2879,2367,1,2367.0,2367.0
2880,22,1,22.0,22.0
2881,72,1,72.0,72.0
2882,72,1,72.0,72.0
2883,3282,2,1641.0,3282.0
2884,3021,2,1510.5,3021.0
2885,3043,2,1521.5,3043.0
2886,4844,2,2422.0,4844.0
2887,4537,2,2268.5,4537.0
2888,4763,2,2381.5,4763.0
2889,22,1,22.0,22.0
2890,3084,2,1542.0,3084.0
2891,2982,2,1491.0,2982.0
2892,86,1,86.0,86.0
2893,3021,2,1510.5,3021.0
2894,22,1,22.0,22.0
2895,4810,2,2405.0,4810.0
2896,4559,2,2279.5,4559.0
2897,4775,2,2387.5,4775.0
2898,4499,2,2249.5,4499.0
2899,4835,2,2417.5,4835.0
2900,22,1,22.0,22.0
2901,22,1,22.0,22.0
2902,67,1,67.0,67.0
2903,22,1,22.0,22.0
2904,4512,2,2256.0,4512.0
2905,4502,2,2251.0,4502.0
2906,4549,2,2274.5,4549.0
2907,3021,2,1510.5,3021.0
2908,4597,2,2298.5,4597.0
2909,4715,2,2357.5,4715.0
2910,4764,2,2382.0,4764.0
2911,4527,2,2263.5,4527.0
2912,4549,2,2274.5,4549.0
2913,4548,2,2274.0,4548.0
2914,107,1,107.0,107.0
2915,72,1,72.0,72.0
2916,3045,2,1522.5,3045.0
2917,2355,1,2355.0,2355.0
2918,3282,2,1641.0,3282.0
2919,2398,1,2398.0,2398.0
2920,86,1,86.0,86.0
2921,268,4,67.0,268.0
2922,57,1,57.0,57.0
2923,57,1,57.0,57.0
2924,57,1,57.0,57.0
2925,30,1,30.0,30.0
2926,3220,2,1610.0,3220.0
2927,57,1,57.0,57.0
2928,3021,2,1510.5,3021.0
2929,86,1,86.0,86.0
2930,77,1,77.0,77.0
2931,141,1,141.0,141.0
2932,22,1,22.0,22.0
2933,22,1,22.0,22.0
2934,57,1,57.0,57.0
2935,31,1,31.0,31.0
2936,57,1,57.0,57.0
2937,219,3,73.0,219.0
2938,86,1,86.0,86.0
2939,3071,2,1535.5,3071.0
2940,3084,2,1542.0,3084.0
2941,86,1,86.0,86.0
2942,287,4,71.75,287.0
2943,57,1,57.0,57.0
2944,37,1,37.0,37.0
2945,160,4,40.0,160.0
2946,57,1,57.0,57.0
2947,22,1,22.0,22.0
2948,4606,2,2303.0,4606.0
2949,4563,2,2281.5,4563.0
2950,4549,2,2274.5,4549.0
2951,24,1,24.0,24.0
2952,57,1,57.0,57.0
2953,82,2,41.0,82.0
2954,6840,3,2280.0,6840.0
2955,128,3,42.666666666666664,128.0
2956,6888,3,2296.0,6888.0
2957,82,2,41.0,82.0
2958,5645,3,1881.6666666666667,5645.0
2959,6839,3,2279.6666666666665,6839.0
2960,6858,3,2286.0,6858.0
2961,6871,3,2290.3333333333335,6871.0
2962,137,2,68.5,137.0
2963,90,2,45.0,90.0
2964,139,2,69.5,139.0
2965,6806,3,2268.6666666666665,6806.0
2966,6872,3,2290.6666666666665,6872.0
2967,6842,3,2280.6666666666665,6842.0
2968,5722,3,1907.3333333333333,5722.0
2969,5181,3,1727.0,5181.0
2970,77,2,38.5,77.0
2971,6843,3,2281.0,6843.0
2972,6772,3,2257.3333333333335,6772.0
2973,77,2,38.5,77.0
2974,5185,3,1728.3333333333333,5185.0
2975,5237,3,1745.6666666666667,5237.0
2976,5138,3,1712.6666666666667,5138.0
2977,4512,2,2256.0,4512.0
2978,4788,2,2394.0,4788.0
2979,4775,2,2387.5,4775.0
2980,3282,2,1641.0,3282.0
2981,57,1,57.0,57.0
2982,124,2,62.0,124.0
2983,60,2,30.0,60.0
2984,180,2,90.0,180.0
2985,3282,2,1641.0,3282.0
2986,31,1,31.0,31.0
2987,1893,2,946.5,1893.0
2988,2330,1,2330.0,2330.0
2989,196,4,49.0,196.0
2990,46,1,46.0,46.0
2991,1893,2,946.5,1893.0
2992,86,1,86.0,86.0
2993,1801,2,900.5,1801.0
2994,1804,2,902.0,1804.0
2995,4528,2,2264.0,4528.0
2996,65,2,32.5,65.0
2997,66,2,33.0,66.0
2998,4586,2,2293.0,4586.0
2999,245,2,122.5,245.0
3000,3295,2,1647.5,3295.0
3001,85,1,85.0,85.0
3002,107,1,107.0,107.0
3003,86,1,86.0,86.0
3004,1579,2,789.5,1579.0
3005,57,1,57.0,57.0
3006,3319,2,1659.5,3319.0
3007,3295,2,1647.5,3295.0
3008,3772,2,1886.0,3772.0
3009,64,2,32.0,64.0
3010,64,2,32.0,64.0
3011,3861,2,1930.5,3861.0
3012,3831,2,1915.5,3831.0
3013,5250,3,1750.0,5250.0
3014,138,2,69.0,138.0
3015,62,2,31.0,62.0
3016,60,2,30.0,60.0
3017,121,2,60.5,121.0
3018,1848,2,924.0,1848.0
3019,64,2,32.0,64.0
3020,62,2,31.0,62.0
3021,6831,3,2277.0,6831.0
3022,22,1,22.0,22.0
