customer_key,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
4095,72.0,3,7109,5,5,5,5.055
4096,50.0,3,7255,5,5,5,5.055
4097,132.0,1,70,4,1,2,4.012
4098,178.0,3,8377,3,5,5,3.055
4099,187.0,1,39,3,1,1,3.011
4100,229.0,1,91,2,1,2,2.012
4101,205.0,3,6953,3,5,5,3.055
4102,193.0,3,6944,3,5,5,3.055
4103,64.0,2,97,5,4,3,5.043
4104,55.0,2,108,5,4,3,5.043
4105,192.0,1,70,3,1,2,3.012
4106,332.0,1,120,1,1,3,1.013
4107,167.0,3,8421,3,5,5,3.055
4108,308.0,1,70,1,1,2,1.012
4109,114.0,2,211,4,4,3,4.043
4110,229.0,1,120,2,1,3,2.013
4111,32.0,1,70,5,1,2,5.012
4112,12.0,1,79,5,1,2,5.012
4113,351.0,1,94,1,1,3,1.013
4114,9.0,1,120,5,1,3,5.013
4115,190.0,3,6919,3,5,5,3.055
4116,202.0,1,94,3,1,3,3.013
4117,203.0,3,7212,3,5,5,3.055
4118,183.0,3,6975,3,5,5,3.055
4119,161.0,3,8301,3,5,5,3.055
4120,47.0,2,69,5,4,2,5.042
4121,83.0,3,5217,4,5,5,4.055
4122,46.0,3,5202,5,5,5,5.055
4123,45.0,3,5193,5,5,5,5.055
4124,66.0,2,81,5,4,2,5.042
4125,250.0,2,122,2,4,3,2.043
4126,55.0,2,81,5,4,2,5.042
4127,92.0,2,86,4,4,2,4.042
4128,55.0,3,5182,5,5,5,5.055
4129,263.0,2,77,2,4,2,2.042
4130,56.0,3,5177,5,5,5,5.055
4131,53.0,3,5215,5,5,5,5.055
4132,162.0,2,81,3,4,2,3.042
4133,61.0,2,152,5,4,3,5.043
4134,34.0,3,5237,5,5,5,5.055
4135,60.0,3,5151,5,5,5,5.055
4136,121.0,2,4381,4,4,5,4.045
4137,142.0,2,62,3,4,2,3.042
4138,270.0,2,162,2,4,3,2.043
4139,94.0,2,123,4,4,3,4.043
4140,279.0,2,60,2,4,2,2.042
4141,92.0,2,62,4,4,2,4.042
4142,35.0,2,64,5,4,2,5.042
4143,62.0,2,138,5,4,3,5.043
4144,112.0,2,4366,4,4,5,4.045
4145,112.0,2,4344,4,4,5,4.045
4146,94.0,2,4368,4,4,5,4.045
4147,199.0,2,162,3,4,3,3.043
4148,175.0,2,97,3,4,3,3.043
4149,235.0,2,90,2,4,2,2.042
4150,72.0,2,64,5,4,2,5.042
4151,119.0,2,4379,4,4,5,4.045
4152,98.0,2,4344,4,4,5,4.045
4153,99.0,2,4465,4,4,5,4.045
4154,151.0,2,114,3,4,3,3.043
4155,27.0,2,110,5,4,3,5.043
4156,210.0,2,3149,2,4,4,2.044
4157,308.0,1,125,1,1,3,1.013
4158,61.0,3,214,5,5,3,5.053
4159,349.0,1,40,1,1,1,1.011
4160,72.0,1,7,5,1,1,5.011
4161,0.0,1,99,5,1,3,5.013
4162,339.0,1,7,1,1,1,1.011
4163,69.0,3,155,5,5,3,5.053
4164,137.0,1,7,3,1,1,3.011
4165,194.0,1,5,3,1,1,3.011
4166,204.0,1,40,3,1,1,3.011
4167,194.0,2,3125,3,4,4,3.044
4168,167.0,2,3181,3,4,4,3.044
4169,130.0,1,40,4,1,1,4.011
4170,141.0,2,2919,3,4,4,3.044
4171,113.0,2,4391,4,4,5,4.045
4172,117.0,2,4392,4,4,5,4.045
4173,76.0,4,215,4,5,3,4.053
4174,282.0,1,46,2,1,2,2.012
4175,127.0,1,100,4,1,3,4.013
4176,95.0,2,4850,4,4,5,4.045
4177,97.0,2,4703,4,4,5,4.045
4178,64.0,1,7,5,1,1,5.011
4179,107.0,2,4445,4,4,5,4.045
4180,100.0,2,4445,4,4,5,4.045
4181,98.0,2,4466,4,4,5,4.045
4182,114.0,2,4448,4,4,5,4.045
4183,93.0,2,4391,4,4,5,4.045
4184,102.0,2,4368,4,4,5,4.045
4185,119.0,2,4441,4,4,5,4.045
4186,106.0,2,4393,4,4,5,4.045
4187,23.0,2,86,5,4,2,5.042
4188,94.0,2,4725,4,4,5,4.045
4189,105.0,2,1631,4,4,4,4.044
4190,105.0,2,1552,4,4,4,4.044
4191,54.0,1,99,5,1,3,5.013
4192,118.0,2,1552,4,4,4,4.044
4193,112.0,2,4384,4,4,5,4.045
4194,154.0,2,3210,3,4,4,3.044
4195,163.0,2,3174,3,4,4,3.044
4196,156.0,2,3155,3,4,4,3.044
4197,177.0,2,3159,3,4,4,3.044
4198,11.0,3,192,5,5,3,5.053
4199,355.0,1,7,1,1,1,1.011
4200,162.0,2,3080,3,4,4,3.044
4201,173.0,2,3143,3,4,4,3.044
4202,93.0,2,4793,4,4,5,4.045
4203,183.0,1,13,3,1,1,3.011
4204,162.0,2,3212,3,4,4,3.044
4205,105.0,2,4444,4,4,5,4.045
4206,93.0,2,4433,4,4,5,4.045
4207,100.0,2,99,4,4,3,4.043
4208,93.0,2,4446,4,4,5,4.045
4209,136.0,2,2951,3,4,4,3.044
4210,122.0,2,2916,4,4,4,4.044
4211,118.0,2,2926,4,4,4,4.044
4212,70.0,2,2910,5,4,4,5.044
4213,38.0,2,69,5,4,2,5.042
4214,66.0,2,2818,5,4,4,5.044
4215,116.0,2,4490,4,4,5,4.045
4216,108.0,2,4468,4,4,5,4.045
4217,296.0,2,101,1,4,3,1.043
4218,63.0,2,41,5,4,2,5.042
4219,120.0,2,4399,4,4,5,4.045
4220,119.0,2,4399,4,4,5,4.045
4221,96.0,2,4384,4,4,5,4.045
4222,98.0,2,4447,4,4,5,4.045
4223,94.0,2,123,4,4,3,4.043
4224,111.0,2,4366,4,4,5,4.045
4225,64.0,2,72,5,4,2,5.042
4226,96.0,2,4401,4,4,5,4.045
4227,103.0,2,4391,4,4,5,4.045
4228,92.0,2,4470,4,4,5,4.045
4229,107.0,2,4375,4,4,5,4.045
4230,80.0,2,2833,4,4,4,4.044
4231,14.0,2,243,5,4,3,5.043
4232,13.0,2,90,5,4,2,5.042
4233,162.0,2,40,3,4,1,3.041
4234,131.0,2,60,4,4,2,4.042
4235,183.0,2,60,3,4,2,3.042
4236,154.0,2,191,3,4,3,3.043
4237,240.0,2,127,2,4,3,2.043
4238,100.0,2,66,4,4,2,4.042
4239,107.0,2,99,4,4,3,4.043
4240,176.0,2,123,3,4,3,3.043
4241,48.0,2,74,5,4,2,5.042
4242,175.0,2,52,3,4,2,3.042
4243,158.0,2,37,3,4,1,3.041
4244,92.0,1,37,4,1,1,4.011
4245,93.0,4,179,4,5,3,4.053
4246,182.0,1,31,3,1,1,3.011
4247,246.0,1,22,2,1,1,2.011
4248,264.0,1,7,2,1,1,2.011
4249,80.0,1,64,4,1,2,4.012
4250,146.0,1,46,3,1,2,3.012
4251,268.0,1,57,2,1,2,2.012
4252,0.0,4,200,5,5,3,5.053
4253,93.0,2,1552,4,4,4,4.044
4254,72.0,2,79,5,4,2,5.042
4255,108.0,2,1624,4,4,4,4.044
4256,83.0,2,1587,4,4,4,4.044
4257,72.0,2,1631,5,4,4,5.044
4258,359.0,1,40,1,1,1,1.011
4259,125.0,1,5,4,1,1,4.011
4260,24.0,1,22,5,1,1,5.011
4261,299.0,1,46,1,1,2,1.012
4262,184.0,2,70,3,4,2,3.042
4263,137.0,2,3772,3,4,5,3.045
4264,2.0,2,79,5,4,2,5.042
4265,147.0,2,39,3,4,1,3.041
4266,91.0,2,2897,4,4,4,4.044
4267,74.0,2,2934,4,4,4,4.044
4268,34.0,2,2853,5,4,4,5.044
4269,47.0,2,2840,5,4,4,5.044
4270,276.0,1,7,2,1,1,2.011
4271,175.0,1,40,3,1,1,3.011
4272,147.0,1,40,3,1,1,3.011
4273,65.0,1,64,5,1,2,5.012
4274,297.0,1,104,1,1,3,1.013
4275,255.0,1,114,2,1,3,2.013
4276,335.0,1,14,1,1,1,1.011
4277,373.0,2,1346,1,4,4,1.044
4278,220.0,1,96,2,1,3,2.013
4279,359.0,1,57,1,1,2,1.012
4280,118.0,1,57,4,1,2,4.012
4281,162.0,2,3115,3,4,4,3.044
4282,314.0,1,40,1,1,1,1.011
4283,114.0,1,7,4,1,1,4.011
4284,110.0,1,865,4,1,3,4.013
4285,73.0,2,1683,4,4,4,4.044
4286,318.0,1,40,1,1,1,1.011
4287,78.0,1,69,4,1,2,4.012
4288,82.0,2,1681,4,4,4,4.044
4289,62.0,2,1574,5,4,4,5.044
4290,90.0,2,1574,4,4,4,4.044
4291,84.0,2,1676,4,4,4,4.044
4292,74.0,1,889,4,1,3,4.013
4293,116.0,1,55,4,1,2,4.012
4294,16.0,1,40,5,1,1,5.011
4295,281.0,1,60,2,1,2,2.012
4296,230.0,1,7,2,1,1,2.011
4297,115.0,1,7,4,1,1,4.011
4298,205.0,1,40,3,1,1,3.011
4299,69.0,1,7,5,1,1,5.011
4300,64.0,1,7,5,1,1,5.011
4301,2.0,1,5,5,1,1,5.011
4302,341.0,1,15,1,1,1,1.011
4303,172.0,2,3135,3,4,4,3.044
4304,153.0,2,3078,3,4,4,3.044
4305,101.0,2,4843,4,4,5,4.045
4306,282.0,1,15,2,1,1,2.011
4307,26.0,1,90,5,1,2,5.012
4308,304.0,1,40,1,1,1,1.011
4309,89.0,2,1622,4,4,4,4.044
4310,89.0,2,1622,4,4,4,4.044
4311,136.0,3,94,3,5,3,3.053
4312,85.0,2,1622,4,4,4,4.044
4313,89.0,2,1631,4,4,4,4.044
4314,164.0,1,7,3,1,1,3.011
4315,74.0,2,1576,4,4,4,4.044
4316,295.0,1,5,1,1,1,1.011
4317,90.0,1,7,4,1,1,4.011
4318,264.0,1,55,2,1,2,2.012
4319,58.0,1,40,5,1,1,5.011
4320,364.0,1,7,1,1,1,1.011
4321,165.0,2,3153,3,4,4,3.044
4322,175.0,2,3113,3,4,4,3.044
4323,162.0,2,3153,3,4,4,3.044
4324,69.0,1,804,5,1,3,5.013
4325,42.0,1,51,5,1,2,5.012
4326,76.0,2,1584,4,4,4,4.044
4327,168.0,1,173,3,1,3,3.013
4328,64.0,1,40,5,1,1,5.011
4329,162.0,2,3199,3,4,4,3.044
4330,167.0,2,3135,3,4,4,3.044
4331,353.0,1,40,1,1,1,1.011
4332,280.0,1,7,2,1,1,2.011
4333,62.0,1,40,5,1,1,5.011
4334,89.0,2,1631,4,4,4,4.044
4335,32.0,1,848,5,1,3,5.013
4336,81.0,1,40,4,1,1,4.011
4337,8.0,1,7,5,1,1,5.011
4338,65.0,2,1622,5,4,4,5.044
4339,80.0,2,1597,4,4,4,4.044
4340,76.0,2,1622,4,4,4,4.044
4341,56.0,3,156,5,5,3,5.053
4342,62.0,2,1622,5,4,4,5.044
4343,86.0,2,1646,4,4,4,4.044
4344,64.0,2,1552,5,4,4,5.044
4345,286.0,1,5,2,1,1,2.011
4346,179.0,2,3102,3,4,4,3.044
4347,170.0,2,3247,3,4,4,3.044
4348,77.0,2,1631,4,4,4,4.044
4349,169.0,2,3199,3,4,4,3.044
4350,177.0,2,3140,3,4,4,3.044
4351,158.0,2,3145,3,4,4,3.044
4352,167.0,2,3115,3,4,4,3.044
4353,311.0,1,70,1,1,2,1.012
4354,56.0,2,326,5,4,3,5.043
4355,174.0,3,8297,3,5,5,3.055
4356,86.0,1,35,4,1,1,4.011
4357,327.0,1,120,1,1,3,1.013
4358,197.0,3,7232,3,5,5,3.055
4359,52.0,1,40,5,1,1,5.011
4360,138.0,1,51,3,1,2,3.012
4361,49.0,1,5,5,1,1,5.011
4362,4.0,1,40,5,1,1,5.011
4363,118.0,2,4745,4,4,5,4.045
4364,102.0,2,4719,4,4,5,4.045
4365,175.0,2,3184,3,4,4,3.044
4366,166.0,2,3142,3,4,4,3.044
4367,340.0,1,60,1,1,2,1.012
4368,175.0,2,3178,3,4,4,3.044
4369,297.0,1,7,1,1,1,1.011
4370,171.0,2,3128,3,4,4,3.044
4371,112.0,1,7,4,1,1,4.011
4372,180.0,2,3179,3,4,4,3.044
4373,164.0,2,3105,3,4,4,3.044
4374,46.0,1,40,5,1,1,5.011
4375,160.0,2,3178,3,4,4,3.044
4376,203.0,1,68,3,1,2,3.012
4377,88.0,3,136,4,5,3,4.053
4378,7.0,3,168,5,5,3,5.053
4379,96.0,3,171,4,5,3,4.053
4380,168.0,2,3184,3,4,4,3.044
4381,165.0,2,3145,3,4,4,3.044
4382,20.0,1,5,5,1,1,5.011
4383,177.0,1,104,3,1,3,3.013
4384,9.0,1,114,5,1,3,5.013
4385,299.0,1,7,1,1,1,1.011
4386,289.0,1,7,1,1,1,1.011
4387,154.0,1,5,3,1,1,3.011
4388,64.0,1,5,5,1,1,5.011
4389,181.0,2,3128,3,4,4,3.044
4390,159.0,2,3153,3,4,4,3.044
4391,145.0,1,40,3,1,1,3.011
4392,87.0,2,4828,4,4,5,4.045
4393,231.0,1,40,2,1,1,2.011
4394,34.0,1,7,5,1,1,5.011
4395,154.0,2,3135,3,4,4,3.044
4396,76.0,2,4780,4,4,5,4.045
4397,155.0,2,3148,3,4,4,3.044
4398,344.0,1,40,1,1,1,1.011
4399,168.0,2,3133,3,4,4,3.044
4400,155.0,2,3148,3,4,4,3.044
4401,272.0,1,5,2,1,1,2.011
4402,101.0,1,40,4,1,1,4.011
4403,119.0,3,132,4,5,3,4.053
4404,220.0,1,40,2,1,1,2.011
4405,170.0,2,3115,3,4,4,3.044
4406,274.0,1,15,2,1,1,2.011
4407,316.0,1,7,1,1,1,1.011
4408,88.0,1,40,4,1,1,4.011
4409,150.0,1,40,3,1,1,3.011
4410,69.0,2,1567,5,4,4,5.044
4411,62.0,2,1619,5,4,4,5.044
4412,158.0,2,3128,3,4,4,3.044
4413,51.0,1,5,5,1,1,5.011
4414,148.0,3,319,3,5,3,3.053
4415,353.0,1,5,1,1,1,1.011
4416,155.0,1,90,3,1,2,3.012
4417,106.0,1,5,4,1,1,4.011
4418,172.0,2,3120,3,4,4,3.044
4419,216.0,3,232,2,5,3,2.053
4420,181.0,2,3103,3,4,4,3.044
4421,332.0,1,5,1,1,1,1.011
4422,92.0,1,5,4,1,1,4.011
4423,52.0,2,1633,5,4,4,5.044
4424,324.0,1,5,1,1,1,1.011
4425,40.0,1,31,5,1,1,5.011
4426,135.0,2,3772,3,4,5,3.045
4427,78.0,2,116,4,4,3,4.043
4428,47.0,2,1574,5,4,4,5.044
4429,50.0,2,1631,5,4,4,5.044
4430,180.0,2,3170,3,4,4,3.044
4431,359.0,1,40,1,1,1,1.011
4432,277.0,1,7,2,1,1,2.011
4433,55.0,2,1587,5,4,4,5.044
4434,58.0,2,1622,5,4,4,5.044
4435,115.0,2,32,4,4,1,4.041
4436,138.0,2,3801,3,4,5,3.045
4437,127.0,2,3772,4,4,5,4.045
4438,12.0,2,37,5,4,1,5.041
4439,101.0,2,3788,4,4,5,4.045
4440,104.0,2,3804,4,4,5,4.045
4441,34.0,3,6736,5,5,5,5.055
4442,240.0,2,77,2,4,2,2.042
4443,209.0,1,94,2,1,3,2.013
4444,357.0,1,7,1,1,1,1.011
4445,28.0,2,139,5,4,3,5.043
4446,215.0,1,65,2,1,2,2.012
4447,258.0,1,32,2,1,1,2.011
4448,246.0,1,25,2,1,1,2.011
4449,26.0,2,53,5,4,2,5.042
4450,32.0,2,49,5,4,2,5.042
4451,333.0,1,32,1,1,1,1.011
4452,134.0,2,2757,3,4,4,3.044
4453,314.0,1,25,1,1,1,1.011
4454,45.0,3,6650,5,5,5,5.055
4455,145.0,2,2747,3,4,4,3.044
4456,107.0,2,3099,4,4,4,4.044
4457,126.0,2,2816,4,4,4,4.044
4458,133.0,2,2782,3,4,4,3.044
4459,166.0,1,5,3,1,1,3.011
4460,213.0,1,35,2,1,1,2.011
4461,96.0,2,2747,4,4,4,4.044
4462,126.0,2,89,4,4,2,4.042
4463,103.0,2,3086,4,4,4,4.044
4464,102.0,2,2803,4,4,4,4.044
4465,45.0,2,37,5,4,1,5.041
4466,122.0,2,40,4,4,1,4.041
4467,53.0,2,1587,5,4,4,5.044
4468,32.0,2,1631,5,4,4,5.044
4469,110.0,3,437,4,5,3,4.053
4470,353.0,1,40,1,1,1,1.011
4471,166.0,1,77,3,1,2,3.012
4472,57.0,2,1622,5,4,4,5.044
4473,43.0,2,1560,5,4,4,5.044
4474,59.0,2,1552,5,4,4,5.044
4475,47.0,2,1676,5,4,4,5.044
4476,32.0,2,1587,5,4,4,5.044
4477,362.0,1,7,1,1,1,1.011
4478,45.0,1,7,5,1,1,5.011
4479,158.0,3,183,3,5,3,3.053
4480,69.0,1,86,5,1,2,5.012
4481,161.0,2,3078,3,4,4,3.044
4482,164.0,2,3153,3,4,4,3.044
4483,178.0,2,3124,3,4,4,3.044
4484,174.0,2,3120,3,4,4,3.044
4485,155.0,2,3180,3,4,4,3.044
4486,322.0,1,40,1,1,1,1.011
4487,221.0,1,40,2,1,1,2.011
4488,327.0,1,90,1,1,2,1.012
4489,103.0,3,166,4,5,3,4.053
4490,56.0,2,1685,5,4,4,5.044
4491,75.0,2,4813,4,4,5,4.045
4492,181.0,2,3182,3,4,4,3.044
4493,162.0,2,3117,3,4,4,3.044
4494,168.0,2,3100,3,4,4,3.044
4495,67.0,3,276,5,5,3,5.053
4496,30.0,1,40,5,1,1,5.011
4497,329.0,1,40,1,1,1,1.011
4498,35.0,2,1622,5,4,4,5.044
4499,126.0,3,256,4,5,3,4.053
4500,154.0,2,3223,3,4,4,3.044
4501,156.0,2,3154,3,4,4,3.044
4502,164.0,2,3198,3,4,4,3.044
4503,32.0,2,1587,5,4,4,5.044
4504,51.0,2,1622,5,4,4,5.044
4505,254.0,1,40,2,1,1,2.011
4506,219.0,1,7,2,1,1,2.011
4507,54.0,2,1552,5,4,4,5.044
4508,183.0,3,268,3,5,3,3.053
4509,189.0,1,40,3,1,1,3.011
4510,319.0,1,40,1,1,1,1.011
4511,159.0,1,40,3,1,1,3.011
4512,8.0,3,144,5,5,3,5.053
4513,97.0,1,62,4,1,2,4.012
4514,165.0,1,40,3,1,1,3.011
4515,246.0,1,125,2,1,3,2.013
4516,59.0,1,7,5,1,1,5.011
4517,209.0,1,7,2,1,1,2.011
4518,155.0,2,3113,3,4,4,3.044
4519,142.0,2,3115,3,4,4,3.044
4520,276.0,1,22,2,1,1,2.011
4521,43.0,2,1611,5,4,4,5.044
4522,140.0,2,3173,3,4,4,3.044
4523,164.0,1,27,3,1,1,3.011
4524,33.0,2,1631,5,4,4,5.044
4525,252.0,1,7,2,1,1,2.011
4526,50.0,2,1560,5,4,4,5.044
4527,86.0,3,188,4,5,3,4.053
4528,42.0,2,1622,5,4,4,5.044
4529,59.0,2,1676,5,4,4,5.044
4530,59.0,2,1587,5,4,4,5.044
4531,43.0,1,846,5,1,3,5.013
4532,40.0,2,1622,5,4,4,5.044
4533,42.0,2,1589,5,4,4,5.044
4534,162.0,1,5,3,1,1,3.011
4535,145.0,2,3199,3,4,4,3.044
4536,148.0,2,3100,3,4,4,3.044
4537,30.0,3,250,5,5,3,5.053
4538,38.0,2,1631,5,4,4,5.044
4539,40.0,2,1595,5,4,4,5.044
4540,107.0,1,64,4,1,2,4.012
4541,122.0,2,3125,4,4,4,4.044
4542,159.0,1,62,3,1,2,3.012
4543,141.0,2,3118,3,4,4,3.044
4544,117.0,3,181,4,5,3,4.053
4545,275.0,1,112,2,1,3,2.013
4546,196.0,1,40,3,1,1,3.011
4547,41.0,1,40,5,1,1,5.011
4548,34.0,2,1587,5,4,4,5.044
4549,366.0,2,1338,1,4,4,1.044
4550,382.0,1,575,1,1,3,1.013
4551,60.0,1,5,5,1,1,5.011
4552,392.0,2,1375,1,4,4,1.044
4553,368.0,2,1427,1,4,4,1.044
4554,388.0,2,1373,1,4,4,1.044
4555,369.0,2,1358,1,4,4,1.044
4556,377.0,2,1372,1,4,4,1.044
4557,331.0,1,589,1,1,3,1.013
4558,385.0,2,1338,1,4,4,1.044
4559,358.0,2,1363,1,4,4,1.044
4560,248.0,3,173,2,5,3,2.053
4561,262.0,1,5,2,1,1,2.011
4562,342.0,2,1375,1,4,4,1.044
4563,363.0,2,1348,1,4,4,1.044
4564,115.0,1,40,4,1,1,4.011
4565,144.0,3,189,3,5,3,3.053
4566,123.0,2,3100,4,4,4,4.044
4567,52.0,2,4912,5,4,5,5.045
4568,52.0,2,4720,5,4,5,5.045
4569,122.0,2,3113,4,4,4,4.044
4570,125.0,2,3078,4,4,4,4.044
4571,335.0,2,1345,1,4,4,1.044
4572,116.0,3,102,4,5,3,4.053
4573,106.0,3,105,4,5,3,4.053
4574,115.0,1,5,4,1,1,4.011
4575,21.0,1,127,5,1,3,5.013
4576,51.0,2,2910,5,4,4,5.044
4577,99.0,2,4344,4,4,5,4.045
4578,169.0,2,143,3,4,3,3.043
4579,95.0,2,4510,4,4,5,4.045
4580,324.0,2,35,1,4,1,1.041
4581,46.0,2,2910,5,4,4,5.044
4582,155.0,2,114,3,4,3,3.043
4583,50.0,2,2907,5,4,4,5.044
4584,102.0,2,66,4,4,2,4.042
4585,33.0,2,62,5,4,2,5.042
4586,106.0,2,4367,4,4,5,4.045
4587,121.0,2,4469,4,4,5,4.045
4588,101.0,2,4423,4,4,5,4.045
4589,95.0,2,4486,4,4,5,4.045
4590,118.0,2,4416,4,4,5,4.045
4591,92.0,2,4440,4,4,5,4.045
4592,104.0,2,4346,4,4,5,4.045
4593,133.0,2,60,3,4,2,3.042
4594,196.0,2,116,3,4,3,3.043
4595,11.0,2,66,5,4,2,5.042
4596,115.0,2,4369,4,4,5,4.045
4597,96.0,2,4460,4,4,5,4.045
4598,99.0,2,4391,4,4,5,4.045
4599,59.0,2,168,5,4,3,5.043
4600,30.0,2,81,5,4,2,5.042
4601,95.0,2,4590,4,4,5,4.045
4602,104.0,2,4430,4,4,5,4.045
4603,44.0,2,64,5,4,2,5.042
4604,165.0,2,40,3,4,1,3.041
4605,137.0,2,66,3,4,2,3.042
4606,66.0,2,40,5,4,1,5.041
4607,163.0,2,116,3,4,3,3.043
4608,20.0,2,88,5,4,2,5.042
4609,153.0,1,40,3,1,1,3.011
4610,166.0,1,27,3,1,1,3.011
4611,92.0,2,115,4,4,3,4.043
4612,228.0,1,54,2,1,2,2.012
4613,214.0,2,80,2,4,2,2.042
4614,250.0,1,27,2,1,1,2.011
4615,50.0,2,6059,5,4,5,5.045
4616,31.0,2,70,5,4,2,5.042
4617,129.0,1,27,4,1,1,4.011
4618,361.0,1,60,1,1,2,1.012
4619,302.0,1,25,1,1,1,1.011
4620,41.0,2,5908,5,4,5,5.045
4621,52.0,2,5959,5,4,5,5.045
4622,35.0,2,5977,5,4,5,5.045
4623,120.0,2,3027,4,4,4,4.044
4624,127.0,3,7247,4,5,5,4.055
4625,127.0,3,6990,4,5,5,4.055
4626,186.0,3,7169,3,5,5,3.055
4627,205.0,3,7029,3,5,5,3.055
4628,154.0,3,6944,3,5,5,3.055
4629,103.0,1,64,4,1,2,4.012
4630,28.0,1,40,5,1,1,5.011
4631,137.0,3,5135,3,5,5,3.055
4632,120.0,3,5121,4,5,5,4.055
4633,109.0,3,5244,4,5,5,4.055
4634,252.0,1,69,2,1,2,2.012
4635,57.0,2,62,5,4,2,5.042
4636,77.0,2,117,4,4,3,4.043
4637,231.0,1,79,2,1,2,2.012
4638,112.0,3,7000,4,5,5,4.055
4639,109.0,3,5161,4,5,5,4.055
4640,260.0,2,34,2,4,1,2.041
4641,272.0,2,34,2,4,1,2.041
4642,279.0,2,96,2,4,3,2.043
4643,99.0,2,3772,4,4,5,4.045
4644,95.0,2,3807,4,4,5,4.045
4645,85.0,2,3803,4,4,5,4.045
4646,88.0,2,3785,4,4,5,4.045
4647,81.0,2,3804,4,4,5,4.045
4648,91.0,2,3764,4,4,5,4.045
4649,66.0,2,3807,5,4,5,5.045
4650,105.0,2,3048,4,4,4,4.044
4651,45.0,1,115,5,1,3,5.013
4652,64.0,2,2747,5,4,4,5.044
4653,96.0,3,5159,4,5,5,4.055
4654,71.0,3,5203,5,5,5,5.055
4655,232.0,1,25,2,1,1,2.011
4656,100.0,2,2754,4,4,4,4.044
4657,107.0,2,2992,4,4,4,4.044
4658,62.0,3,5250,5,5,5,5.055
4659,149.0,1,65,3,1,2,3.012
4660,102.0,2,3047,4,4,4,4.044
4661,34.0,3,5168,5,5,5,5.055
4662,56.0,3,5207,5,5,5,5.055
4663,48.0,3,5253,5,5,5,5.055
4664,64.0,2,2772,5,4,4,5.044
4665,67.0,2,2771,5,4,4,5.044
4666,91.0,2,2804,4,4,4,4.044
4667,78.0,2,3089,4,4,4,4.044
4668,75.0,2,3125,4,4,4,4.044
4669,37.0,2,5913,5,4,5,5.045
4670,44.0,2,5898,5,4,5,5.045
4671,42.0,1,115,5,1,3,5.013
4672,158.0,2,31,3,4,1,3.041
4673,35.0,1,90,5,1,2,5.012
4674,293.0,1,65,1,1,2,1.012
4675,86.0,2,3053,4,4,4,4.044
4676,167.0,3,7206,3,5,5,3.055
4677,116.0,3,7224,4,5,5,4.055
4678,104.0,3,7200,4,5,5,4.055
4679,113.0,3,7223,4,5,5,4.055
4680,262.0,1,65,2,1,2,2.012
4681,207.0,1,5,2,1,1,2.011
4682,219.0,2,106,2,4,3,2.043
4683,17.0,1,70,5,1,2,5.012
4684,321.0,1,90,1,1,2,1.012
4685,211.0,3,6963,2,5,5,2.055
4686,190.0,3,7188,3,5,5,3.055
4687,74.0,2,73,4,4,2,4.042
4688,33.0,3,6974,5,5,5,5.055
4689,222.0,3,6222,2,5,5,2.055
4690,269.0,1,35,2,1,1,2.011
4691,16.0,2,77,5,4,2,5.042
4692,179.0,3,8341,3,5,5,3.055
4693,181.0,3,8392,3,5,5,3.055
4694,188.0,3,6905,3,5,5,3.055
4695,7.0,2,108,5,4,3,5.043
4696,156.0,3,8324,3,5,5,3.055
4697,215.0,1,199,2,1,3,2.013
4698,210.0,3,6975,2,5,5,2.055
4699,78.0,1,42,4,1,2,4.012
4700,170.0,3,6970,3,5,5,3.055
4701,209.0,3,6248,2,5,5,2.055
4702,115.0,2,79,4,4,2,4.042
4703,149.0,3,6918,3,5,5,3.055
4704,365.0,1,75,1,1,2,1.012
4705,162.0,1,35,3,1,1,3.011
4706,253.0,1,70,2,1,2,2.012
4707,322.0,1,35,1,1,1,1.011
4708,138.0,1,35,3,1,1,3.011
4709,339.0,1,75,1,1,2,1.012
4710,310.0,1,95,1,1,3,1.013
4711,190.0,3,6317,3,5,5,3.055
4712,207.0,2,127,2,4,3,2.043
4713,114.0,2,52,4,4,2,4.042
4714,61.0,2,38,5,4,1,5.041
4715,111.0,1,84,4,1,2,4.012
4716,88.0,2,40,4,4,1,4.041
4717,114.0,2,4467,4,4,5,4.045
4718,81.0,2,4411,4,4,5,4.045
4719,40.0,2,64,5,4,2,5.042
4720,90.0,2,4430,4,4,5,4.045
4721,64.0,2,70,5,4,2,5.042
4722,114.0,2,119,4,4,3,4.043
4723,84.0,2,4448,4,4,5,4.045
4724,63.0,2,4444,5,4,5,5.045
4725,67.0,2,4359,5,4,5,5.045
4726,85.0,2,4416,4,4,5,4.045
4727,71.0,2,4393,5,4,5,5.045
4728,54.0,2,134,5,4,3,5.043
4729,86.0,2,64,4,4,2,4.042
4730,65.0,2,4393,5,4,5,5.045
4731,92.0,2,123,4,4,3,4.043
4732,122.0,2,60,4,4,2,4.042
4733,74.0,2,4376,4,4,5,4.045
4734,78.0,2,4443,4,4,5,4.045
4735,61.0,2,4426,5,4,5,5.045
4736,143.0,2,116,3,4,3,3.043
4737,82.0,1,77,4,1,2,4.012
4738,152.0,2,3117,3,4,4,3.044
4739,43.0,1,166,5,1,3,5.013
4740,151.0,2,3140,3,4,4,3.044
4741,132.0,1,40,4,1,1,4.011
4742,100.0,1,90,4,1,2,4.012
4743,346.0,1,40,1,1,1,1.011
