customer_key,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
2821,126.0,2,5908,4,4,5,445,Champions
2822,140.0,2,5940,3,4,5,345,Loyal Customers
2823,103.0,3,6523,4,5,5,455,Champions
2824,75.0,3,5393,4,5,5,455,Champions
2825,100.0,1,5,4,1,1,411,Potential Loyalists
2826,156.0,1,37,3,1,1,311,Need Attention
2827,83.0,1,49,4,1,2,412,Potential Loyalists
2828,195.0,1,29,3,1,1,311,Need Attention
2829,89.0,1,166,4,1,3,413,Potential Loyalists
2830,268.0,2,4379,2,4,5,245,At Risk
2831,19.0,2,285,5,4,3,543,Loyal Customers
2832,328.0,1,35,1,1,1,111,Lost Customers
2833,314.0,1,24,1,1,1,111,Lost Customers
2834,71.0,1,107,5,1,3,513,Potential Loyalists
2835,80.0,1,22,4,1,1,411,Potential Loyalists
2836,153.0,1,37,3,1,1,311,Need Attention
2837,218.0,2,4379,2,4,5,245,At Risk
2838,77.0,1,90,4,1,2,412,Potential Loyalists
2839,35.0,2,141,5,4,3,543,Loyal Customers
2840,223.0,2,3242,2,4,4,244,At Risk
2841,184.0,2,3010,3,4,4,344,Loyal Customers
2842,103.0,3,6624,4,5,5,455,Champions
2843,221.0,2,4404,2,4,5,245,At Risk
2844,323.0,1,31,1,1,1,111,Lost Customers
2845,240.0,2,4355,2,4,5,245,At Risk
2846,126.0,2,5917,4,4,5,445,Champions
2847,134.0,2,5933,3,4,5,345,Loyal Customers
2848,148.0,2,5888,3,4,5,345,Loyal Customers
2849,353.0,1,61,1,1,2,112,Lost Customers
2850,383.0,2,3085,1,4,4,144,At Risk
2851,239.0,1,57,2,1,2,212,Lost Customers
2852,78.0,1,2332,4,1,4,414,Potential Loyalists
2853,61.0,1,2295,5,1,4,514,Potential Loyalists
2854,46.0,1,2330,5,1,4,514,Potential Loyalists
2855,353.0,2,3247,1,4,4,144,At Risk
2856,336.0,2,3095,1,4,4,144,At Risk
2857,346.0,2,2982,1,4,4,144,At Risk
2858,49.0,1,46,5,1,2,512,Potential Loyalists
2859,171.0,1,72,3,1,2,312,Need Attention
2860,35.0,1,22,5,1,1,511,Potential Loyalists
2861,9.0,4,123,5,5,3,553,Loyal Customers
2862,182.0,1,22,3,1,1,311,Need Attention
2863,345.0,2,2986,1,4,4,144,At Risk
2864,142.0,1,72,3,1,2,312,Need Attention
2865,206.0,1,22,2,1,1,211,Lost Customers
2866,234.0,2,4534,2,4,5,245,At Risk
2867,235.0,2,4640,2,4,5,245,At Risk
2868,241.0,1,57,2,1,2,212,Lost Customers
2869,310.0,1,31,1,1,1,111,Lost Customers
2870,87.0,1,22,4,1,1,411,Potential Loyalists
2871,342.0,2,3282,1,4,5,145,At Risk
2872,339.0,2,3060,1,4,4,144,At Risk
2873,361.0,1,181,1,1,3,113,Lost Customers
2874,229.0,2,4765,2,4,5,245,At Risk
2875,188.0,1,77,3,1,2,312,Need Attention
2876,4.0,1,24,5,1,1,511,Potential Loyalists
2877,201.0,1,22,3,1,1,311,Need Attention
2878,335.0,2,3030,1,4,4,144,At Risk
2879,44.0,1,2367,5,1,4,514,Potential Loyalists
2880,142.0,1,22,3,1,1,311,Need Attention
2881,205.0,1,72,3,1,2,312,Need Attention
2882,154.0,1,72,3,1,2,312,Need Attention
2883,357.0,2,3282,1,4,5,145,At Risk
2884,363.0,2,3021,1,4,4,144,At Risk
2885,351.0,2,3043,1,4,4,144,At Risk
2886,240.0,2,4844,2,4,5,245,At Risk
2887,222.0,2,4537,2,4,5,245,At Risk
2888,231.0,2,4763,2,4,5,245,At Risk
2889,91.0,1,22,4,1,1,411,Potential Loyalists
2890,337.0,2,3084,1,4,4,144,At Risk
2891,316.0,2,2982,1,4,4,144,At Risk
2892,266.0,1,86,2,1,2,212,Lost Customers
2893,331.0,2,3021,1,4,4,144,At Risk
2894,223.0,1,22,2,1,1,211,Lost Customers
2895,226.0,2,4810,2,4,5,245,At Risk
2896,241.0,2,4559,2,4,5,245,At Risk
2897,236.0,2,4775,2,4,5,245,At Risk
2898,233.0,2,4499,2,4,5,245,At Risk
2899,232.0,2,4835,2,4,5,245,At Risk
2900,290.0,1,22,1,1,1,111,Lost Customers
2901,284.0,1,22,2,1,1,211,Lost Customers
2902,231.0,1,67,2,1,2,212,Lost Customers
2903,200.0,1,22,3,1,1,311,Need Attention
2904,241.0,2,4512,2,4,5,245,At Risk
2905,217.0,2,4502,2,4,5,245,At Risk
2906,213.0,2,4549,2,4,5,245,At Risk
2907,311.0,2,3021,1,4,4,144,At Risk
2908,239.0,2,4597,2,4,5,245,At Risk
2909,164.0,2,4715,3,4,5,345,Loyal Customers
2910,147.0,2,4764,3,4,5,345,Loyal Customers
2911,229.0,2,4527,2,4,5,245,At Risk
2912,216.0,2,4549,2,4,5,245,At Risk
2913,243.0,2,4548,2,4,5,245,At Risk
2914,204.0,1,107,3,1,3,313,Need Attention
2915,277.0,1,72,2,1,2,212,Lost Customers
2916,332.0,2,3045,1,4,4,144,At Risk
2917,45.0,1,2355,5,1,4,514,Potential Loyalists
2918,333.0,2,3282,1,4,5,145,At Risk
2919,43.0,1,2398,5,1,4,514,Potential Loyalists
2920,24.0,1,86,5,1,2,512,Potential Loyalists
2921,91.0,4,268,4,5,3,453,Loyal Customers
2922,116.0,1,57,4,1,2,412,Potential Loyalists
2923,75.0,1,57,4,1,2,412,Potential Loyalists
2924,293.0,1,57,1,1,2,112,Lost Customers
2925,214.0,1,30,2,1,1,211,Lost Customers
2926,326.0,2,3220,1,4,4,144,At Risk
2927,268.0,1,57,2,1,2,212,Lost Customers
2928,314.0,2,3021,1,4,4,144,At Risk
2929,48.0,1,86,5,1,2,512,Potential Loyalists
2930,1.0,1,77,5,1,2,512,Potential Loyalists
2931,92.0,1,141,4,1,3,413,Potential Loyalists
2932,183.0,1,22,3,1,1,311,Need Attention
2933,83.0,1,22,4,1,1,411,Potential Loyalists
2934,336.0,1,57,1,1,2,112,Lost Customers
2935,53.0,1,31,5,1,1,511,Potential Loyalists
2936,332.0,1,57,1,1,2,112,Lost Customers
2937,81.0,3,219,4,5,3,453,Loyal Customers
2938,176.0,1,86,3,1,2,312,Need Attention
2939,317.0,2,3071,1,4,4,144,At Risk
2940,325.0,2,3084,1,4,4,144,At Risk
2941,173.0,1,86,3,1,2,312,Need Attention
2942,40.0,4,287,5,5,3,553,Loyal Customers
2943,327.0,1,57,1,1,2,112,Lost Customers
2944,146.0,1,37,3,1,1,311,Need Attention
2945,22.0,4,160,5,5,3,553,Loyal Customers
2946,319.0,1,57,1,1,2,112,Lost Customers
2947,14.0,1,22,5,1,1,511,Potential Loyalists
2948,216.0,2,4606,2,4,5,245,At Risk
2949,224.0,2,4563,2,4,5,245,At Risk
2950,213.0,2,4549,2,4,5,245,At Risk
2951,123.0,1,24,4,1,1,411,Potential Loyalists
2952,124.0,1,57,4,1,2,412,Potential Loyalists
2953,119.0,2,82,4,4,2,442,Loyal Customers
2954,40.0,3,6840,5,5,5,555,Champions
2955,116.0,3,128,4,5,3,453,Loyal Customers
2956,44.0,3,6888,5,5,5,555,Champions
2957,99.0,2,82,4,4,2,442,Loyal Customers
2958,38.0,3,5645,5,5,5,555,Champions
2959,56.0,3,6839,5,5,5,555,Champions
2960,49.0,3,6858,5,5,5,555,Champions
2961,36.0,3,6871,5,5,5,555,Champions
2962,12.0,2,137,5,4,3,543,Loyal Customers
2963,8.0,2,90,5,4,2,542,Loyal Customers
2964,15.0,2,139,5,4,3,543,Loyal Customers
2965,42.0,3,6806,5,5,5,555,Champions
2966,39.0,3,6872,5,5,5,555,Champions
2967,33.0,3,6842,5,5,5,555,Champions
2968,31.0,3,5722,5,5,5,555,Champions
2969,37.0,3,5181,5,5,5,555,Champions
2970,48.0,2,77,5,4,2,542,Loyal Customers
2971,49.0,3,6843,5,5,5,555,Champions
2972,35.0,3,6772,5,5,5,555,Champions
2973,34.0,2,77,5,4,2,542,Loyal Customers
2974,50.0,3,5185,5,5,5,555,Champions
2975,58.0,3,5237,5,5,5,555,Champions
2976,41.0,3,5138,5,5,5,555,Champions
2977,227.0,2,4512,2,4,5,245,At Risk
2978,219.0,2,4788,2,4,5,245,At Risk
2979,220.0,2,4775,2,4,5,245,At Risk
2980,306.0,2,3282,1,4,5,145,At Risk
2981,282.0,1,57,2,1,2,212,Lost Customers
2982,192.0,2,124,3,4,3,343,Loyal Customers
2983,84.0,2,60,4,4,2,442,Loyal Customers
2984,186.0,2,180,3,4,3,343,Loyal Customers
2985,325.0,2,3282,1,4,5,145,At Risk
2986,281.0,1,31,2,1,1,211,Lost Customers
2987,311.0,2,1893,1,4,4,144,At Risk
2988,35.0,1,2330,5,1,4,514,Potential Loyalists
2989,118.0,4,196,4,5,3,453,Loyal Customers
2990,315.0,1,46,1,1,2,112,Lost Customers
2991,308.0,2,1893,1,4,4,144,At Risk
2992,87.0,1,86,4,1,2,412,Potential Loyalists
2993,291.0,2,1801,1,4,4,144,At Risk
2994,297.0,2,1804,1,4,4,144,At Risk
2995,140.0,2,4528,3,4,5,345,Loyal Customers
2996,72.0,2,65,4,4,2,442,Loyal Customers
2997,212.0,2,66,2,4,2,242,At Risk
2998,34.0,2,4586,5,4,5,545,Champions
2999,98.0,2,245,4,4,3,443,Loyal Customers
3000,220.0,2,3295,2,4,5,245,At Risk
3001,185.0,1,85,3,1,2,312,Need Attention
3002,173.0,1,107,3,1,3,313,Need Attention
3003,319.0,1,86,1,1,2,112,Lost Customers
3004,120.0,2,1579,4,4,4,444,Champions
3005,155.0,1,57,3,1,2,312,Need Attention
3006,241.0,2,3319,2,4,5,245,At Risk
3007,240.0,2,3295,2,4,5,245,At Risk
3008,385.0,2,3772,1,4,5,145,At Risk
3009,187.0,2,64,3,4,2,342,Loyal Customers
3010,85.0,2,64,4,4,2,442,Loyal Customers
3011,335.0,2,3861,1,4,5,145,At Risk
3012,349.0,2,3831,1,4,5,145,At Risk
3013,53.0,3,5250,5,5,5,555,Champions
3014,47.0,2,138,5,4,3,543,Loyal Customers
3015,87.0,2,62,4,4,2,442,Loyal Customers
3016,97.0,2,60,4,4,2,442,Loyal Customers
3017,145.0,2,121,3,4,3,343,Loyal Customers
3018,303.0,2,1848,1,4,4,144,At Risk
3019,95.0,2,64,4,4,2,442,Loyal Customers
3020,24.0,2,62,5,4,2,542,Loyal Customers
3021,49.0,3,6831,5,5,5,555,Champions
3022,263.0,1,22,2,1,1,211,Lost Customers
3023,84.0,2,1669,4,4,4,444,Champions
3024,39.0,2,1575,5,4,4,544,Champions
3025,298.0,2,1902,1,4,4,144,At Risk
3026,54.0,2,1586,5,4,4,544,Champions
3027,50.0,2,1589,5,4,4,544,Champions
3028,174.0,1,22,3,1,1,311,Need Attention
3029,193.0,1,92,3,1,2,312,Need Attention
3030,0.0,1,57,5,1,2,512,Potential Loyalists
3031,49.0,3,6905,5,5,5,555,Champions
3032,49.0,3,6964,5,5,5,555,Champions
3033,41.0,3,6859,5,5,5,555,Champions
3034,44.0,3,6809,5,5,5,555,Champions
3035,50.0,2,104,5,4,3,543,Loyal Customers
3036,185.0,1,66,3,1,2,312,Need Attention
3037,301.0,2,1839,1,4,4,144,At Risk
3038,280.0,2,1898,2,4,4,244,At Risk
3039,42.0,3,6819,5,5,5,555,Champions
3040,54.0,3,6808,5,5,5,555,Champions
3041,230.0,1,32,2,1,1,211,Lost Customers
3042,144.0,2,4765,3,4,5,345,Loyal Customers
3043,47.0,1,22,5,1,1,511,Potential Loyalists
3044,329.0,1,57,1,1,2,112,Lost Customers
3045,238.0,2,3357,2,4,5,245,At Risk
3046,34.0,3,6804,5,5,5,555,Champions
3047,165.0,3,5645,3,5,5,355,Loyal Customers
3048,168.0,3,5643,3,5,5,355,Loyal Customers
3049,51.0,3,5123,5,5,5,555,Champions
3050,39.0,3,5290,5,5,5,555,Champions
3051,177.0,3,5650,3,5,5,355,Loyal Customers
3052,169.0,3,5607,3,5,5,355,Loyal Customers
3053,237.0,2,86,2,4,2,242,At Risk
3054,354.0,2,86,1,4,2,142,At Risk
3055,4.0,3,280,5,5,3,553,Loyal Customers
3056,31.0,3,5177,5,5,5,555,Champions
3057,10.0,3,128,5,5,3,553,Loyal Customers
3058,8.0,2,115,5,4,3,543,Loyal Customers
3059,178.0,3,5652,3,5,5,355,Loyal Customers
3060,208.0,2,106,2,4,3,243,At Risk
3061,96.0,2,99,4,4,3,443,Loyal Customers
3062,304.0,2,82,1,4,2,142,At Risk
3063,165.0,3,5648,3,5,5,355,Loyal Customers
3064,179.0,3,5676,3,5,5,355,Loyal Customers
3065,162.0,3,5694,3,5,5,355,Loyal Customers
3066,171.0,3,5608,3,5,5,355,Loyal Customers
3067,172.0,3,3611,3,5,5,355,Loyal Customers
3068,165.0,2,115,3,4,3,343,Loyal Customers
3069,162.0,2,77,3,4,2,342,Loyal Customers
3070,35.0,2,174,5,4,3,543,Loyal Customers
3071,169.0,3,5619,3,5,5,355,Loyal Customers
3072,181.0,3,5618,3,5,5,355,Loyal Customers
3073,163.0,2,75,3,4,2,342,Loyal Customers
3074,99.0,2,157,4,4,3,443,Loyal Customers
3075,246.0,2,60,2,4,2,242,At Risk
3076,280.0,1,57,2,1,2,212,Lost Customers
3077,270.0,1,72,2,1,2,212,Lost Customers
3078,101.0,4,180,4,5,3,453,Loyal Customers
3079,375.0,1,839,1,1,3,113,Lost Customers
3080,2.0,4,224,5,5,3,553,Loyal Customers
3081,297.0,2,1848,1,4,4,144,At Risk
3082,344.0,2,3451,1,4,5,145,At Risk
3083,45.0,1,22,5,1,1,511,Potential Loyalists
3084,318.0,2,2751,1,4,4,144,At Risk
3085,154.0,4,138,3,5,3,353,Loyal Customers
3086,279.0,1,37,2,1,1,211,Lost Customers
3087,8.0,2,70,5,4,2,542,Loyal Customers
3088,204.0,3,342,3,5,3,353,Loyal Customers
3089,251.0,2,2755,2,4,4,244,At Risk
3090,286.0,2,1893,2,4,4,244,At Risk
3091,273.0,1,86,2,1,2,212,Lost Customers
3092,176.0,5,251,3,5,3,353,Loyal Customers
3093,142.0,1,57,3,1,2,312,Need Attention
3094,158.0,1,31,3,1,1,311,Need Attention
3095,277.0,1,22,2,1,1,211,Lost Customers
3096,292.0,2,1801,1,4,4,144,At Risk
3097,8.0,5,233,5,5,3,553,Loyal Customers
3098,187.0,1,57,3,1,2,312,Need Attention
3099,291.0,2,1845,1,4,4,144,At Risk
3100,136.0,3,200,3,5,3,353,Loyal Customers
3101,53.0,3,226,5,5,3,553,Loyal Customers
3102,168.0,3,3679,3,5,5,355,Loyal Customers
3103,180.0,3,3666,3,5,5,355,Loyal Customers
3104,142.0,3,3611,3,5,5,355,Loyal Customers
3105,302.0,2,1889,1,4,4,144,At Risk
3106,292.0,2,1784,1,4,4,144,At Risk
3107,275.0,2,1839,2,4,4,244,At Risk
3108,315.0,1,819,1,1,3,113,Lost Customers
3109,295.0,1,839,1,1,3,113,Lost Customers
3110,166.0,2,2701,3,4,4,344,Loyal Customers
3111,280.0,1,819,2,1,3,213,Lost Customers
3112,181.0,1,77,3,1,2,312,Need Attention
3113,239.0,2,3361,2,4,5,245,At Risk
3114,266.0,1,22,2,1,1,211,Lost Customers
3115,0.0,1,86,5,1,2,512,Potential Loyalists
3116,233.0,2,3297,2,4,5,245,At Risk
3117,221.0,2,3317,2,4,5,245,At Risk
3118,229.0,2,3352,2,4,5,245,At Risk
3119,132.0,2,4741,4,4,5,445,Champions
3120,92.0,3,149,4,5,3,453,Loyal Customers
3121,215.0,2,3376,2,4,5,245,At Risk
3122,234.0,2,3319,2,4,5,245,At Risk
3123,287.0,1,31,2,1,1,211,Lost Customers
3124,197.0,2,62,3,4,2,342,Loyal Customers
3125,75.0,2,58,4,4,2,442,Loyal Customers
3126,349.0,2,3772,1,4,5,145,At Risk
3127,61.0,2,136,5,4,3,543,Loyal Customers
3128,323.0,2,3809,1,4,5,145,At Risk
3129,329.0,2,3836,1,4,5,145,At Risk
3130,288.0,2,3750,1,4,5,145,At Risk
3131,275.0,2,3814,2,4,5,245,At Risk
3132,304.0,2,3807,1,4,5,145,At Risk
3133,264.0,2,3804,2,4,5,245,At Risk
3134,268.0,2,3764,2,4,5,245,At Risk
3135,270.0,2,3835,2,4,5,245,At Risk
3136,285.0,1,87,2,1,2,212,Lost Customers
3137,250.0,1,72,2,1,2,212,Lost Customers
3138,213.0,2,4397,2,4,5,245,At Risk
3139,239.0,2,4443,2,4,5,245,At Risk
3140,216.0,2,4397,2,4,5,245,At Risk
3141,209.0,2,4397,2,4,5,245,At Risk
3142,187.0,2,3282,3,4,5,345,Loyal Customers
3143,91.0,1,29,4,1,1,411,Potential Loyalists
3144,11.0,2,134,5,4,3,543,Loyal Customers
3145,95.0,1,57,4,1,2,412,Potential Loyalists
3146,356.0,1,24,1,1,1,111,Lost Customers
3147,104.0,3,6750,4,5,5,455,Champions
3148,174.0,2,4397,3,4,5,345,Loyal Customers
3149,173.0,2,4406,3,4,5,345,Loyal Customers
3150,158.0,2,4417,3,4,5,345,Loyal Customers
3151,118.0,3,6705,4,5,5,455,Champions
3152,134.0,1,86,3,1,2,312,Need Attention
3153,187.0,1,72,3,1,2,312,Need Attention
3154,262.0,1,49,2,1,2,212,Lost Customers
3155,157.0,2,3018,3,4,4,344,Loyal Customers
3156,115.0,2,5993,4,4,5,445,Champions
3157,75.0,2,230,4,4,3,443,Loyal Customers
3158,92.0,3,6650,4,5,5,455,Champions
3159,100.0,2,5977,4,4,5,445,Champions
3160,107.0,2,5930,4,4,5,445,Champions
3161,111.0,3,6679,4,5,5,455,Champions
3162,86.0,3,6497,4,5,5,455,Champions
3163,40.0,3,6473,5,5,5,555,Champions
3164,55.0,3,6566,5,5,5,555,Champions
3165,54.0,3,6484,5,5,5,555,Champions
3166,112.0,2,5910,4,4,5,445,Champions
3167,348.0,1,72,1,1,2,112,Lost Customers
3168,174.0,2,4406,3,4,5,345,Loyal Customers
3169,3.0,1,72,5,1,2,512,Potential Loyalists
3170,163.0,2,3262,3,4,4,344,Loyal Customers
3171,180.0,2,3291,3,4,5,345,Loyal Customers
3172,47.0,3,6616,5,5,5,555,Champions
3173,132.0,2,75,4,4,2,442,Loyal Customers
3174,248.0,1,39,2,1,1,211,Lost Customers
3175,340.0,1,39,1,1,1,111,Lost Customers
3176,15.0,2,145,5,4,3,543,Loyal Customers
3177,232.0,1,122,2,1,3,213,Lost Customers
3178,51.0,1,47,5,1,2,512,Potential Loyalists
3179,65.0,1,87,5,1,2,512,Potential Loyalists
3180,14.0,1,72,5,1,2,512,Potential Loyalists
3181,264.0,1,33,2,1,1,211,Lost Customers
3182,214.0,3,8326,2,5,5,255,At Risk
3183,148.0,1,33,3,1,1,311,Need Attention
3184,185.0,3,8321,3,5,5,355,Loyal Customers
3185,183.0,2,105,3,4,3,343,Loyal Customers
3186,181.0,4,9524,3,5,5,355,Loyal Customers
3187,169.0,4,9796,3,5,5,355,Loyal Customers
3188,52.0,1,37,5,1,1,511,Potential Loyalists
3189,192.0,1,33,3,1,1,311,Need Attention
3190,232.0,3,8317,2,5,5,255,At Risk
3191,196.0,1,37,3,1,1,311,Need Attention
3192,197.0,3,8301,3,5,5,355,Loyal Customers
3193,178.0,4,9452,3,5,5,355,Loyal Customers
3194,250.0,1,37,2,1,1,211,Lost Customers
3195,123.0,2,169,4,4,3,443,Loyal Customers
3196,177.0,3,8316,3,5,5,355,Loyal Customers
3197,20.0,2,138,5,4,3,543,Loyal Customers
3198,112.0,1,107,4,1,3,413,Potential Loyalists
3199,235.0,3,8308,2,5,5,255,At Risk
3200,157.0,2,119,3,4,3,343,Loyal Customers
3201,122.0,4,9422,4,5,5,455,Champions
3202,75.0,1,33,4,1,1,411,Potential Loyalists
3203,275.0,1,33,2,1,1,211,Lost Customers
3204,150.0,3,7082,3,5,5,355,Loyal Customers
3205,365.0,1,72,1,1,2,112,Lost Customers
3206,315.0,1,33,1,1,1,111,Lost Customers
3207,19.0,1,157,5,1,3,513,Potential Loyalists
3208,225.0,3,8361,2,5,5,255,At Risk
3209,194.0,2,117,3,4,3,343,Loyal Customers
3210,79.0,3,194,4,5,3,453,Loyal Customers
3211,153.0,3,5621,3,5,5,355,Loyal Customers
3212,176.0,3,5663,3,5,5,355,Loyal Customers
3213,234.0,2,82,2,4,2,242,At Risk
3214,78.0,2,86,4,4,2,442,Loyal Customers
3215,177.0,3,5760,3,5,5,355,Loyal Customers
3216,181.0,3,5666,3,5,5,355,Loyal Customers
3217,178.0,3,5654,3,5,5,355,Loyal Customers
3218,208.0,2,139,2,4,3,243,At Risk
3219,163.0,3,5652,3,5,5,355,Loyal Customers
3220,154.0,3,5744,3,5,5,355,Loyal Customers
3221,161.0,3,5696,3,5,5,355,Loyal Customers
3222,153.0,2,82,3,4,2,342,Loyal Customers
3223,45.0,2,82,5,4,2,542,Loyal Customers
3224,225.0,2,156,2,4,3,243,At Risk
3225,179.0,3,5621,3,5,5,355,Loyal Customers
3226,155.0,3,5604,3,5,5,355,Loyal Customers
3227,144.0,3,5656,3,5,5,355,Loyal Customers
3228,47.0,2,115,5,4,3,543,Loyal Customers
3229,20.0,2,75,5,4,2,542,Loyal Customers
3230,83.0,2,75,4,4,2,442,Loyal Customers
3231,124.0,3,5662,4,5,5,455,Champions
3232,187.0,2,84,3,4,2,342,Loyal Customers
3233,261.0,2,77,2,4,2,242,At Risk
3234,186.0,2,79,3,4,2,342,Loyal Customers
3235,128.0,3,5687,4,5,5,455,Champions
3236,106.0,3,5682,4,5,5,455,Champions
3237,94.0,3,5710,4,5,5,455,Champions
3238,170.0,2,90,3,4,2,342,Loyal Customers
3239,100.0,3,5643,4,5,5,455,Champions
3240,240.0,2,3295,2,4,5,245,At Risk
3241,215.0,2,3391,2,4,5,245,At Risk
3242,181.0,1,85,3,1,2,312,Need Attention
3243,239.0,2,3351,2,4,5,245,At Risk
3244,297.0,1,72,1,1,2,112,Lost Customers
3245,39.0,3,155,5,5,3,553,Loyal Customers
3246,363.0,1,57,1,1,2,112,Lost Customers
3247,332.0,1,72,1,1,2,112,Lost Customers
3248,18.0,1,81,5,1,2,512,Potential Loyalists
3249,126.0,1,57,4,1,2,412,Potential Loyalists
3250,243.0,1,96,2,1,3,213,Lost Customers
3251,151.0,1,31,3,1,1,311,Need Attention
3252,83.0,1,72,4,1,2,412,Potential Loyalists
3253,39.0,1,96,5,1,3,513,Potential Loyalists
3254,231.0,2,3394,2,4,5,245,At Risk
3255,210.0,1,81,2,1,2,212,Lost Customers
3256,231.0,2,3379,2,4,5,245,At Risk
3257,232.0,2,3342,2,4,5,245,At Risk
3258,162.0,1,86,3,1,2,312,Need Attention
3259,4.0,1,81,5,1,2,512,Potential Loyalists
3260,136.0,3,3630,3,5,5,355,Loyal Customers
3261,149.0,3,3715,3,5,5,355,Loyal Customers
3262,73.0,3,5654,4,5,5,455,Champions
3263,52.0,3,5652,5,5,5,555,Champions
3264,48.0,3,5648,5,5,5,555,Champions
3265,147.0,3,5217,3,5,5,355,Loyal Customers
3266,23.0,5,215,5,5,3,553,Loyal Customers
3267,335.0,1,57,1,1,2,112,Lost Customers
3268,108.0,2,2786,4,4,4,444,Champions
3269,93.0,2,2736,4,4,4,444,Champions
3270,127.0,1,86,4,1,2,412,Potential Loyalists
3271,262.0,2,1793,2,4,4,244,At Risk
3272,326.0,1,22,1,1,1,111,Lost Customers
3273,109.0,2,2765,4,4,4,444,Champions
3274,144.0,1,72,3,1,2,312,Need Attention
3275,30.0,3,122,5,5,3,553,Loyal Customers
3276,124.0,3,5158,4,5,5,455,Champions
3277,152.0,3,5258,3,5,5,355,Loyal Customers
3278,144.0,3,5196,3,5,5,355,Loyal Customers
3279,157.0,2,178,3,4,3,343,Loyal Customers
3280,126.0,3,5137,4,5,5,455,Champions
3281,283.0,1,57,2,1,2,212,Lost Customers
3282,136.0,2,4746,3,4,5,345,Loyal Customers
3283,19.0,5,195,5,5,3,553,Loyal Customers
3284,250.0,2,1799,2,4,4,244,At Risk
3285,253.0,2,1769,2,4,4,244,At Risk
3286,266.0,2,1804,2,4,4,244,At Risk
3287,147.0,3,5234,3,5,5,355,Loyal Customers
3288,152.0,3,5141,3,5,5,355,Loyal Customers
3289,225.0,2,3351,2,4,5,245,At Risk
3290,230.0,2,3376,2,4,5,245,At Risk
3291,219.0,2,3377,2,4,5,245,At Risk
3292,165.0,3,259,3,5,3,353,Loyal Customers
3293,216.0,2,3319,2,4,5,245,At Risk
3294,163.0,1,46,3,1,2,312,Need Attention
3295,278.0,1,81,2,1,2,212,Lost Customers
3296,245.0,1,57,2,1,2,212,Lost Customers
3297,245.0,1,46,2,1,2,212,Lost Customers
3298,214.0,2,3335,2,4,5,245,At Risk
3299,221.0,2,3365,2,4,5,245,At Risk
3300,145.0,3,5108,3,5,5,355,Loyal Customers
3301,122.0,3,5322,4,5,5,455,Champions
3302,129.0,3,5142,4,5,5,455,Champions
3303,140.0,3,5140,3,5,5,355,Loyal Customers
3304,130.0,3,3636,4,5,5,455,Champions
3305,99.0,3,3595,4,5,5,455,Champions
3306,115.0,3,3651,4,5,5,455,Champions
3307,119.0,3,3652,4,5,5,455,Champions
3308,197.0,3,196,3,5,3,353,Loyal Customers
3309,144.0,3,5140,3,5,5,355,Loyal Customers
3310,85.0,2,99,4,4,3,443,Loyal Customers
3311,135.0,3,5200,3,5,5,355,Loyal Customers
3312,170.0,2,138,3,4,3,343,Loyal Customers
3313,177.0,3,191,3,5,3,353,Loyal Customers
3314,68.0,3,223,5,5,3,553,Loyal Customers
3315,172.0,2,123,3,4,3,343,Loyal Customers
3316,115.0,2,109,4,4,3,443,Loyal Customers
3317,95.0,3,3796,4,5,5,455,Champions
3318,81.0,2,81,4,4,2,442,Loyal Customers
3319,156.0,2,138,3,4,3,343,Loyal Customers
3320,54.0,2,138,5,4,3,543,Loyal Customers
3321,132.0,2,262,4,4,3,443,Loyal Customers
3322,3.0,2,77,5,4,2,542,Loyal Customers
3323,141.0,3,5111,3,5,5,355,Loyal Customers
3324,126.0,3,5221,4,5,5,455,Champions
3325,134.0,3,5121,3,5,5,355,Loyal Customers
3326,102.0,3,5152,4,5,5,455,Champions
3327,107.0,3,5207,4,5,5,455,Champions
3328,71.0,1,32,5,1,1,511,Potential Loyalists
3329,117.0,5,308,4,5,3,453,Loyal Customers
3330,365.0,1,92,1,1,2,112,Lost Customers
3331,259.0,1,806,2,1,3,213,Lost Customers
3332,127.0,1,57,4,1,2,412,Potential Loyalists
3333,151.0,4,102,3,5,3,353,Loyal Customers
3334,62.0,1,81,5,1,2,512,Potential Loyalists
3335,261.0,2,1848,2,4,4,244,At Risk
3336,244.0,2,1804,2,4,4,244,At Risk
3337,259.0,2,1893,2,4,4,244,At Risk
3338,260.0,2,1814,2,4,4,244,At Risk
3339,256.0,1,828,2,1,3,213,Lost Customers
3340,350.0,1,72,1,1,2,112,Lost Customers
3341,23.0,1,22,5,1,1,511,Potential Loyalists
3342,6.0,4,244,5,5,3,553,Loyal Customers
3343,253.0,2,1804,2,4,4,244,At Risk
3344,272.0,2,1839,2,4,4,244,At Risk
3345,37.0,2,127,5,4,3,543,Loyal Customers
3346,42.0,3,3639,5,5,5,555,Champions
3347,58.0,3,3582,5,5,5,555,Champions
3348,196.0,2,2899,3,4,4,344,Loyal Customers
3349,189.0,2,2988,3,4,4,344,Loyal Customers
3350,139.0,1,57,3,1,2,312,Need Attention
3351,132.0,1,72,4,1,2,412,Potential Loyalists
3352,314.0,1,57,1,1,2,112,Lost Customers
3353,202.0,1,86,3,1,2,312,Need Attention
3354,298.0,3,129,1,5,3,153,At Risk
3355,90.0,2,2755,4,4,4,444,Champions
3356,259.0,2,1804,2,4,4,244,At Risk
